Timestamp,ACO,AJM,AJU,BJU,MON,CHO,CUA,CUT,FAC,FAR,GAM,INN,MER,MGH,MPA,NEZ,PED,SAG,SFE,SS1,TAH,TLA,UAX,UIZ,VIF
04-Jul-2020 15:59:59,21,21,24,24,25,22,20,25,26,26,15,15,25,25,20,24,24,27,21,25,24,25,22,25,26
04-Jul-2020 16:59:59,19,19,20,20,23,23,20,24,26,25,16,16,22,23,20,21,20,26,20,24,23,24,17,20,25
04-Jul-2020 17:59:59,16,16,18,18,22,22,16,20,22,23,15,15,21,19,18,20,17,22,16,19,21,20,18,21,22
04-Jul-2020 18:59:59,16,16,19,19,21,21,15,19,17,19,13,13,19,19,17,19,18,19,16,17,21,16,18,21,21
04-Jul-2020 19:59:59,15,15,18,18,18,20,15,18,16,18,13,13,19,18,17,17,18,18,15,17,19,17,18,20,18
04-Jul-2020 20:59:59,15,15,18,18,18,19,15,16,17,19,12,12,18,18,16,17,18,18,16,16,18,16,17,19,17
04-Jul-2020 21:59:59,15,15,18,18,17,18,14,15,16,19,12,12,18,18,16,18,18,18,15,16,18,16,17,19,17
04-Jul-2020 22:59:59,15,15,18,18,16,18,15,15,16,19,11,11,18,18,15,17,17,18,15,17,18,16,17,19,16
04-Jul-2020 23:59:59,14,14,18,18,17,18,15,15,15,19,10,10,18,17,15,17,17,19,15,16,18,16,17,19,16
05-Jul-2020 00:59:59,14,14,17,17,17,17,14,14,15,19,10,10,17,17,15,17,17,18,15,16,17,15,17,19,16
05-Jul-2020 01:59:59,13,13,17,17,17,17,14,13,14,18,10,10,17,16,15,16,16,18,14,16,17,15,16,18,16
05-Jul-2020 02:59:59,13,13,17,17,17,17,13,12,13,18,10,10,17,16,15,16,16,18,14,16,17,15,16,18,16
05-Jul-2020 03:59:59,12,12,16,16,16,17,13,12,12,18,9,9,17,16,15,16,16,18,13,15,17,15,16,18,16
05-Jul-2020 04:59:59,12,12,16,16,16,17,13,12,12,17,8,8,16,16,14,16,15,18,12,15,16,14,16,17,15
05-Jul-2020 05:59:59,11,11,16,16,16,17,12,13,12,17,8,8,16,16,14,15,14,17,12,15,16,14,15,17,15
05-Jul-2020 06:59:59,11,11,16,16,16,16,12,13,12,17,7,7,16,15,13,15,14,17,12,15,15,14,15,18,15
05-Jul-2020 07:59:59,13,13,17,17,16,16,13,14,13,18,9,9,17,16,14,16,15,18,13,16,16,16,15,18,16
05-Jul-2020 08:59:59,15,15,18,18,18,17,14,17,17,19,12,12,18,18,15,17,17,18,15,17,17,18,17,19,16
05-Jul-2020 09:59:59,17,17,19,19,19,19,16,18,21,20,14,14,19,20,16,18,18,19,16,19,18,19,19,21,18
05-Jul-2020 10:59:59,19,19,21,21,21,21,17,20,23,22,15,15,21,21,18,19,20,21,18,20,21,20,20,22,20
05-Jul-2020 11:59:59,20,20,22,22,23,22,19,22,26,23,16,16,23,22,20,21,22,23,19,22,23,22,21,24,22
05-Jul-2020 12:59:59,21,21,24,24,24,22,20,24,27,25,18,18,24,24,20,23,23,24,21,23,25,23,23,25,23
05-Jul-2020 13:59:59,22,22,25,25,25,23,21,25,27,26,15,15,25,24,21,23,24,25,22,24,25,24,24,26,25
05-Jul-2020 14:59:59,21,21,25,25,26,24,21,26,29,27,14,14,25,25,21,24,24,26,22,25,26,25,25,26,26
05-Jul-2020 15:59:59,21,21,25,25,24,23,20,24,27,25,14,14,25,25,21,24,24,25,21,25,26,24,23,26,25
05-Jul-2020 16:59:59,19,19,18,18,17,22,18,21,20,18,14,14,18,21,18,18,19,20,19,17,23,20,18,21,23
05-Jul-2020 17:59:59,14,14,17,17,18,16,14,20,16,19,12,12,17,17,18,18,16,21,14,16,19,18,16,19,21
05-Jul-2020 18:59:59,15,15,17,17,17,16,14,18,15,19,11,11,17,16,17,17,16,20,14,16,18,17,17,18,20
05-Jul-2020 19:59:59,15,15,17,17,17,16,14,18,15,19,11,11,17,17,17,17,16,20,14,16,17,17,17,19,20
05-Jul-2020 20:59:59,14,14,16,16,17,15,13,17,16,18,11,11,17,17,16,16,16,19,14,15,16,16,16,18,16
05-Jul-2020 21:59:59,13,13,16,16,17,15,13,16,15,18,10,10,16,16,16,16,15,19,14,16,16,15,16,18,16
05-Jul-2020 22:59:59,13,13,16,16,17,15,13,16,15,18,10,10,16,16,16,16,15,18,13,15,16,15,16,18,16
05-Jul-2020 23:59:59,13,13,16,16,17,15,13,15,14,18,10,10,16,16,16,16,15,18,13,15,16,15,15,18,16
06-Jul-2020 00:59:59,13,13,16,16,16,15,13,14,14,18,10,10,16,16,16,16,15,18,13,15,15,16,15,18,16
06-Jul-2020 01:59:59,13,13,16,16,16,15,13,14,14,17,9,9,16,16,16,16,15,18,13,15,15,15,15,16,16
06-Jul-2020 02:59:59,13,13,16,16,15,14,13,14,13,17,9,9,16,16,15,15,15,17,12,15,15,15,15,17,16
06-Jul-2020 03:59:59,12,12,15,15,15,14,13,14,13,17,9,9,16,16,15,15,15,17,13,15,15,15,14,17,16
06-Jul-2020 04:59:59,12,12,15,15,15,14,13,14,13,17,9,9,16,16,15,15,15,17,13,15,15,15,15,17,16
06-Jul-2020 05:59:59,12,12,16,16,15,14,13,14,13,17,9,9,16,16,13,15,15,17,13,15,15,15,15,17,16
06-Jul-2020 06:59:59,13,13,16,16,14,13,13,14,13,16,9,9,16,16,13,15,15,17,13,15,15,16,14,17,16
06-Jul-2020 07:59:59,13,13,16,16,16,14,13,16,15,17,10,10,16,16,15,15,15,17,14,16,15,17,15,18,16
06-Jul-2020 08:59:59,15,15,17,17,18,16,14,18,19,19,12,12,18,17,15,17,16,18,15,18,16,17,16,17,17
06-Jul-2020 09:59:59,16,16,19,19,19,19,16,20,21,20,13,13,19,19,16,18,17,19,17,18,18,18,18,20,19
06-Jul-2020 10:59:59,17,17,20,20,20,20,16,22,23,21,16,16,20,20,18,19,19,21,17,19,21,20,19,21,20
06-Jul-2020 11:59:59,19,19,22,22,22,22,18,22,25,23,16,16,22,21,19,21,21,23,19,21,22,22,21,23,22
06-Jul-2020 12:59:59,21,21,23,23,23,23,20,24,26,24,17,17,24,23,18,22,22,24,20,23,24,23,23,24,23
06-Jul-2020 13:59:59,22,22,24,24,25,21,20,25,28,26,18,18,25,24,16,23,23,25,21,24,22,24,21,25,25
06-Jul-2020 14:59:59,18,18,22,22,25,22,20,26,29,26,19,19,23,24,19,22,18,26,20,24,22,25,17,22,26
06-Jul-2020 15:59:59,19,19,24,24,22,23,19,22,26,25,19,19,23,24,19,22,19,24,19,23,24,23,21,23,22
06-Jul-2020 16:59:59,21,21,22,22,19,23,18,19,20,21,18,18,21,21,20,20,21,20,19,19,23,18,21,23,20
06-Jul-2020 17:59:59,16,16,19,19,19,17,14,19,16,21,13,13,19,17,16,19,18,20,15,18,17,17,19,21,19
06-Jul-2020 18:59:59,14,14,18,18,20,15,14,19,16,21,12,12,19,17,13,19,17,20,15,17,15,16,16,20,20
06-Jul-2020 19:59:59,14,14,18,18,18,15,14,19,16,20,12,12,18,17,13,17,17,20,15,18,15,15,15,19,19
06-Jul-2020 20:59:59,13,13,18,18,17,14,14,18,16,20,11,11,18,17,14,17,17,20,14,18,15,15,15,19,19
06-Jul-2020 21:59:59,14,14,18,18,17,15,14,17,15,20,11,11,18,18,14,17,16,20,13,18,16,16,16,19,19
06-Jul-2020 22:59:59,14,14,18,18,17,15,14,17,16,19,11,11,18,17,14,17,16,19,13,18,15,16,16,19,19
06-Jul-2020 23:59:59,14,14,17,17,16,15,14,16,15,18,10,10,18,17,14,16,16,18,13,17,15,15,15,18,17
07-Jul-2020 00:59:59,14,14,17,17,15,14,13,15,15,18,10,10,17,17,13,15,15,17,13,17,14,14,14,18,17
07-Jul-2020 01:59:59,13,13,16,16,15,14,13,14,14,18,10,10,17,17,13,15,15,17,12,16,14,14,14,17,16
07-Jul-2020 02:59:59,12,12,15,15,15,14,13,14,14,17,9,9,16,16,12,14,14,16,12,16,13,14,14,17,15
07-Jul-2020 03:59:59,12,12,15,15,14,14,12,13,13,17,9,9,16,15,14,14,14,16,12,15,13,14,14,16,15
07-Jul-2020 04:59:59,12,12,15,15,14,13,12,13,12,17,9,9,15,15,14,14,14,16,12,15,13,14,14,16,15
07-Jul-2020 05:59:59,11,11,15,15,14,13,12,12,12,16,9,9,15,15,13,14,13,16,12,15,13,13,13,16,15
07-Jul-2020 06:59:59,12,12,15,15,13,13,12,12,11,16,9,9,15,15,13,14,13,16,12,15,14,13,13,16,15
07-Jul-2020 07:59:59,14,14,16,16,15,14,14,16,13,17,10,10,16,16,15,15,15,16,14,16,14,14,14,17,16
07-Jul-2020 08:59:59,17,17,18,18,18,17,16,18,18,18,13,13,18,18,15,16,18,17,16,18,16,18,16,19,17
07-Jul-2020 09:59:59,17,17,20,20,20,20,17,19,21,20,16,16,20,20,16,18,19,19,18,19,18,19,19,21,19
07-Jul-2020 10:59:59,18,18,21,21,21,20,18,21,24,22,17,17,21,21,19,20,20,21,19,21,21,20,21,22,21
07-Jul-2020 11:59:59,19,19,23,23,23,22,19,23,25,24,17,17,23,23,20,21,21,23,19,22,23,22,22,24,23
07-Jul-2020 12:59:59,19,19,24,24,24,23,20,24,26,25,17,17,24,24,21,23,23,25,20,23,24,23,23,26,24
07-Jul-2020 13:59:59,20,20,25,25,21,22,20,25,28,23,18,18,25,25,21,22,23,25,21,24,24,24,24,25,25
07-Jul-2020 14:59:59,21,21,23,23,19,21,20,24,24,20,20,20,19,23,20,18,24,20,21,17,24,19,23,21,23
07-Jul-2020 15:59:59,21,21,21,21,20,20,19,20,23,22,18,18,20,22,17,19,22,21,20,18,22,19,21,22,23
07-Jul-2020 16:59:59,20,20,19,19,19,18,19,21,21,22,18,18,21,20,15,19,22,21,19,20,18,20,19,22,23
07-Jul-2020 17:59:59,16,16,20,20,19,19,18,21,19,21,17,17,21,21,16,19,20,21,19,20,17,20,19,22,21
07-Jul-2020 18:59:59,16,16,21,21,19,19,18,20,20,21,15,15,21,21,16,18,20,20,18,20,18,20,19,22,20
07-Jul-2020 19:59:59,16,16,20,20,19,18,17,19,20,20,13,13,20,20,16,18,19,20,18,19,18,19,19,21,19
07-Jul-2020 20:59:59,16,16,19,19,18,17,16,17,19,20,12,12,19,20,16,18,19,20,17,19,18,18,18,20,18
07-Jul-2020 21:59:59,15,15,19,19,17,17,15,17,18,19,11,11,18,18,15,17,18,19,16,18,17,17,17,20,18
07-Jul-2020 22:59:59,14,14,18,18,17,16,15,15,17,19,10,10,18,17,13,16,17,19,15,18,16,17,16,19,18
07-Jul-2020 23:59:59,11,11,15,15,16,14,13,16,16,18,10,10,16,15,13,14,13,18,13,16,14,16,14,16,18
08-Jul-2020 00:59:59,10,10,14,14,15,13,11,16,14,16,9,9,14,14,12,13,13,16,12,13,14,14,13,15,17
08-Jul-2020 01:59:59,10,10,14,14,14,14,11,15,13,16,9,9,14,14,13,13,13,16,12,13,13,14,13,14,16
08-Jul-2020 02:59:59,12,12,14,14,14,13,12,15,13,16,8,8,14,14,13,13,13,16,14,14,13,14,14,15,16
08-Jul-2020 03:59:59,13,13,14,14,14,14,13,14,13,16,8,8,14,14,12,13,14,16,14,14,13,14,13,15,16
08-Jul-2020 04:59:59,11,11,14,14,15,14,12,14,13,15,8,8,15,15,12,14,13,15,12,14,13,15,13,15,14
08-Jul-2020 05:59:59,11,11,14,14,16,14,12,13,13,16,8,8,15,15,12,14,14,15,12,14,13,14,14,16,15
08-Jul-2020 06:59:59,11,11,14,14,16,14,11,13,12,16,9,9,15,14,12,14,13,16,12,14,14,14,14,16,15
08-Jul-2020 07:59:59,12,12,15,15,16,15,12,15,14,17,10,10,16,15,13,15,14,17,13,15,14,15,14,17,16
08-Jul-2020 08:59:59,14,14,16,16,17,17,13,17,16,18,12,12,17,16,14,16,15,18,14,16,16,16,16,18,17
08-Jul-2020 09:59:59,16,16,18,18,19,19,15,18,19,19,15,15,18,18,15,16,17,19,16,18,17,18,17,19,18
08-Jul-2020 10:59:59,18,18,20,20,21,20,17,20,23,21,14,14,21,21,17,18,20,21,17,20,19,20,19,22,20
08-Jul-2020 11:59:59,19,19,22,22,22,21,18,22,24,23,15,15,22,23,18,20,21,23,19,22,22,22,22,23,23
08-Jul-2020 12:59:59,18,18,22,22,22,20,18,24,25,25,14,14,23,23,17,21,22,25,20,23,20,22,21,23,24
08-Jul-2020 13:59:59,16,16,22,22,20,19,18,25,24,24,14,14,22,23,18,21,21,24,20,23,20,22,19,22,25
08-Jul-2020 14:59:59,14,14,20,20,19,19,15,24,18,24,12,12,21,20,18,21,17,23,16,22,21,20,20,23,23
08-Jul-2020 15:59:59,16,16,22,22,21,18,15,21,19,23,12,12,22,21,17,20,19,23,16,21,21,20,21,23,22
08-Jul-2020 16:59:59,17,17,21,21,20,18,16,21,21,22,12,12,22,22,18,18,21,23,18,21,20,21,20,22,23
08-Jul-2020 17:59:59,17,17,21,21,19,18,16,22,20,21,12,12,20,21,17,18,20,21,17,21,19,20,19,22,21
08-Jul-2020 18:59:59,16,16,21,21,18,17,16,21,19,20,12,12,20,20,16,17,19,20,17,20,18,19,19,21,20
08-Jul-2020 19:59:59,15,15,19,19,18,17,15,19,19,19,11,11,19,19,16,17,19,19,16,19,17,18,18,20,19
08-Jul-2020 20:59:59,14,14,18,18,18,17,14,16,17,19,11,11,18,18,16,17,17,19,15,17,17,17,17,20,18
08-Jul-2020 21:59:59,14,14,18,18,17,16,14,15,15,18,10,10,17,17,15,16,16,18,14,17,16,16,17,19,16
08-Jul-2020 22:59:59,13,13,17,17,16,15,13,15,15,18,10,10,16,16,15,16,16,18,13,16,17,15,17,18,16
08-Jul-2020 23:59:59,13,13,16,16,15,15,13,15,14,18,9,9,16,15,14,16,15,17,13,16,16,15,16,18,16
09-Jul-2020 00:59:59,12,12,16,16,15,15,13,15,14,17,9,9,16,16,14,15,15,17,14,16,16,15,16,18,15
09-Jul-2020 01:59:59,12,12,16,16,15,15,13,15,14,17,9,9,16,16,14,15,15,17,13,16,16,15,16,17,15
09-Jul-2020 02:59:59,12,12,16,16,14,15,13,14,14,16,9,9,16,16,13,14,15,16,13,16,15,15,15,17,15
09-Jul-2020 03:59:59,12,12,16,16,14,14,13,14,14,16,9,9,16,16,13,14,15,16,13,16,15,15,15,17,15
09-Jul-2020 04:59:59,12,12,16,16,14,14,13,14,14,16,9,9,16,16,12,14,14,16,13,16,14,15,15,17,16
09-Jul-2020 05:59:59,12,12,16,16,14,13,13,14,14,16,9,9,16,16,13,14,14,16,13,16,14,15,14,17,15
09-Jul-2020 06:59:59,12,12,16,16,14,13,12,14,13,16,9,9,16,16,13,15,14,16,13,15,14,15,14,17,15
09-Jul-2020 07:59:59,13,13,16,16,15,14,13,15,14,17,10,10,16,16,13,15,15,17,14,16,14,16,15,18,16
09-Jul-2020 08:59:59,14,14,17,17,16,15,15,17,16,18,11,11,17,16,14,16,15,17,14,17,16,16,16,19,16
09-Jul-2020 09:59:59,15,15,18,18,17,16,16,17,18,19,14,14,18,18,15,16,17,18,16,18,17,18,17,20,17
09-Jul-2020 10:59:59,17,17,19,19,18,18,16,19,21,20,16,16,19,19,16,17,18,19,17,19,18,19,19,21,19
09-Jul-2020 11:59:59,18,18,20,20,19,19,17,20,24,21,16,16,20,20,17,18,20,20,17,20,20,21,20,22,20
09-Jul-2020 12:59:59,20,20,21,21,21,20,18,22,25,22,17,17,21,23,18,20,21,22,18,21,20,22,22,22,22
09-Jul-2020 13:59:59,21,21,23,23,23,22,20,24,27,24,17,17,23,23,19,21,22,23,20,23,22,23,23,24,23
09-Jul-2020 14:59:59,21,21,24,24,24,23,20,25,28,25,14,14,25,25,21,23,23,25,21,24,23,24,24,25,25
09-Jul-2020 15:59:59,21,21,25,25,23,23,20,24,28,26,16,16,25,25,21,24,23,25,21,25,24,25,24,27,23
09-Jul-2020 16:59:59,20,20,24,24,22,22,20,20,24,24,12,12,24,24,20,22,23,23,20,23,23,22,24,25,20
09-Jul-2020 17:59:59,14,14,20,20,20,19,15,18,19,22,11,11,21,17,19,21,15,21,15,21,20,20,20,23,19
09-Jul-2020 18:59:59,11,11,15,15,19,17,12,17,15,19,10,10,17,15,15,17,13,20,12,16,15,16,13,17,19
09-Jul-2020 19:59:59,10,10,14,14,16,16,11,14,13,16,9,9,14,14,13,14,13,17,11,13,14,14,13,15,16
