Timestamp,ACO,AJM,AJU,BJU,MON,CHO,CUA,CUT,FAC,FAR,GAM,HGM,INN,MER,MGH,MPA,NEZ,PED,SAG,SFE,SS1,TAH,TLA,UAX,UIZ,VIF
11-Mar-2020 03:59:59,9,9,3,14,12,12,10,10,10,14,14,14,6,14,13,11,12,13,14,10,13,13,12,13,14,12
11-Mar-2020 04:59:59,8,8,2,13,11,11,10,8,9,13,13,13,5,14,13,10,11,12,13,10,13,13,12,13,14,11
11-Mar-2020 05:59:59,8,8,1,13,10,10,10,7,8,12,12,13,5,13,13,9,11,12,12,9,12,12,11,12,13,11
11-Mar-2020 06:59:59,7,8,1,12,10,10,10,7,8,12,12,12,5,12,12,10,11,12,12,9,11,11,11,12,13,10
11-Mar-2020 07:59:59,6,8,3,12,11,11,10,8,9,12,12,13,6,12,13,10,10,12,12,10,12,12,11,12,13,8
11-Mar-2020 08:59:59,8,10,8,13,13,13,11,10,11,13,13,14,9,13,13,11,11,13,13,11,11,13,13,12,13,10
11-Mar-2020 09:59:59,11,13,15,15,14,14,14,12,15,15,15,15,15,15,15,13,12,14,15,14,14,15,15,14,15,12
11-Mar-2020 10:59:59,12,15,17,17,16,16,15,15,19,16,16,17,16,17,18,15,14,16,16,15,15,17,17,16,16,14
11-Mar-2020 11:59:59,14,17,19,19,18,18,17,18,20,18,18,19,17,19,19,17,16,18,18,17,20,20,18,19,19,17
11-Mar-2020 12:59:59,18,18,20,20,20,20,17,21,22,20,20,21,17,20,20,19,18,20,20,18,21,21,20,20,21,20
11-Mar-2020 13:59:59,20,19,22,22,21,21,19,24,26,23,23,23,18,23,23,19,20,21,23,20,21,21,23,21,23,23
11-Mar-2020 14:59:59,22,20,24,24,23,23,20,25,26,25,25,24,18,24,24,20,23,22,25,21,23,23,24,23,25,25
11-Mar-2020 15:59:59,23,21,24,24,24,24,20,26,28,25,25,25,20,25,24,21,24,23,26,21,25,25,25,24,25,26
11-Mar-2020 16:59:59,24,21,25,25,24,24,21,26,27,26,26,25,20,25,25,22,24,24,27,22,25,25,25,24,26,26
11-Mar-2020 17:59:59,23,22,25,25,25,25,21,25,27,26,26,26,20,26,25,22,24,24,26,22,25,25,25,25,26,26
11-Mar-2020 18:59:59,22,20,24,24,24,24,20,23,25,25,25,25,17,25,24,21,24,23,26,21,24,24,24,24,26,24
11-Mar-2020 19:59:59,20,17,24,24,21,21,19,21,23,24,24,23,13,24,23,19,22,20,24,18,22,22,23,23,25,22
11-Mar-2020 20:59:59,18,17,22,22,20,20,18,18,21,22,22,22,11,22,22,19,20,20,22,18,21,21,21,21,22,20
11-Mar-2020 21:59:59,16,16,21,21,18,18,16,15,19,20,20,20,12,21,20,17,19,19,20,16,20,20,20,20,21,20
11-Mar-2020 22:59:59,15,15,20,20,17,17,15,13,17,20,20,20,10,20,20,17,18,17,20,15,19,19,19,19,20,18
11-Mar-2020 23:59:59,14,14,19,19,16,16,15,12,15,19,19,19,8,20,19,16,18,16,20,14,19,19,17,18,20,17
12-Mar-2020 00:59:59,13,14,17,17,15,15,15,10,13,19,18,18,8,18,18,14,17,16,19,15,17,17,16,16,19,17
12-Mar-2020 01:59:59,11,14,17,17,13,13,14,9,12,16,17,17,7,17,17,13,16,15,17,14,16,16,15,15,18,15
12-Mar-2020 02:59:59,10,13,16,16,13,13,14,8,12,17,16,17,6,16,16,14,15,15,17,13,14,14,15,14,17,15
12-Mar-2020 03:59:59,9,12,15,15,12,12,13,8,11,16,16,16,6,16,16,12,14,14,16,13,14,14,14,14,17,14
12-Mar-2020 04:59:59,9,12,14,14,11,11,13,7,10,15,15,15,5,15,15,12,14,14,14,12,13,13,13,12,16,13
12-Mar-2020 05:59:59,8,11,14,14,10,10,12,7,9,13,15,15,5,15,15,12,13,13,14,12,13,13,13,12,15,13
12-Mar-2020 06:59:59,7,11,14,14,10,10,12,6,9,14,14,14,5,15,15,12,13,13,13,12,11,11,13,11,15,12
12-Mar-2020 07:59:59,7,12,14,14,10,10,13,8,9,14,15,15,5,15,15,13,14,13,13,13,12,12,14,12,15,12
12-Mar-2020 08:59:59,11,17,16,16,13,13,16,13,15,17,17,18,17,17,17,17,15,17,15,17,14,14,17,15,17,14
12-Mar-2020 09:59:59,15,18,19,19,17,17,18,18,20,19,19,20,19,19,20,18,17,18,18,19,17,17,20,18,20,17
12-Mar-2020 10:59:59,18,20,21,21,21,21,19,21,24,22,21,22,18,22,22,19,20,21,21,20,21,21,22,21,23,20
12-Mar-2020 11:59:59,21,21,24,24,24,24,20,24,27,25,24,24,19,24,24,21,23,23,24,21,24,24,24,23,25,23
12-Mar-2020 12:59:59,23,22,24,24,25,25,21,26,28,26,25,25,20,25,25,23,24,24,26,22,26,26,25,25,26,25
12-Mar-2020 13:59:59,23,23,26,26,26,26,22,27,28,27,27,26,21,26,26,23,25,25,27,23,27,27,26,26,27,26
12-Mar-2020 14:59:59,25,24,26,26,27,27,23,28,29,28,27,27,23,27,27,24,25,26,28,23,28,28,26,27,28,27
12-Mar-2020 15:59:59,25,23,27,27,27,27,23,28,30,29,28,28,22,27,27,24,26,26,29,24,28,28,27,27,28,28
12-Mar-2020 16:59:59,25,24,27,27,26,26,23,28,29,29,28,28,21,28,27,24,27,26,29,24,28,28,27,27,29,28
12-Mar-2020 17:59:59,25,23,27,27,25,25,23,27,28,29,28,27,19,28,27,23,26,26,28,24,27,27,26,27,28,28
12-Mar-2020 18:59:59,22,22,26,26,24,24,21,25,26,28,27,26,16,27,26,22,24,25,27,23,25,25,26,25,27,26
12-Mar-2020 19:59:59,21,21,25,25,23,23,20,23,25,26,25,25,15,25,25,20,23,24,25,21,23,23,24,23,25,23
12-Mar-2020 20:59:59,20,19,23,23,22,22,19,21,23,24,23,23,14,24,23,19,22,22,24,20,23,23,23,22,24,22
12-Mar-2020 21:59:59,19,18,22,22,21,21,19,19,22,23,22,22,12,22,22,19,21,21,23,19,21,21,22,22,23,22
12-Mar-2020 22:59:59,18,17,22,22,20,20,18,18,20,23,22,22,9,22,22,18,20,21,22,17,21,21,21,21,23,21
12-Mar-2020 23:59:59,17,17,22,22,19,19,17,18,19,23,22,21,8,22,20,17,20,20,22,15,21,21,20,21,23,20
13-Mar-2020 00:59:59,16,15,20,20,18,18,16,15,17,22,21,20,7,21,20,17,20,18,21,15,20,20,19,21,22,19
13-Mar-2020 01:59:59,16,15,19,19,17,17,16,13,15,21,20,19,7,20,19,16,19,17,20,14,19,19,18,19,21,18
13-Mar-2020 02:59:59,14,14,18,18,15,15,15,12,14,19,19,19,7,19,18,15,18,17,19,14,18,18,17,17,20,17
13-Mar-2020 03:59:59,12,14,18,18,15,15,15,11,13,18,18,18,6,18,18,15,17,16,18,14,17,17,16,16,19,17
13-Mar-2020 04:59:59,12,14,17,17,14,14,14,10,12,17,17,17,6,17,17,15,17,16,17,13,16,16,15,15,18,16
13-Mar-2020 05:59:59,11,13,16,16,13,13,14,8,11,17,17,17,6,17,17,15,16,15,16,13,14,14,15,14,18,15
13-Mar-2020 06:59:59,10,13,16,16,13,13,14,8,11,16,16,17,6,17,17,14,16,14,16,12,14,14,14,14,18,14
13-Mar-2020 07:59:59,10,14,17,17,13,13,15,9,11,17,17,17,6,17,17,14,14,15,17,13,15,15,15,15,18,14
13-Mar-2020 08:59:59,13,17,18,18,16,16,16,15,16,18,19,20,10,19,19,17,15,17,18,16,16,16,18,16,19,16
13-Mar-2020 09:59:59,17,18,20,20,19,19,17,18,20,21,20,21,14,20,20,18,17,19,20,18,19,19,20,19,20,19
13-Mar-2020 10:59:59,20,20,22,22,22,22,18,22,23,23,23,23,17,22,22,19,20,21,23,20,22,22,22,21,22,22
13-Mar-2020 11:59:59,22,21,24,24,24,24,20,25,26,25,25,24,20,24,23,21,23,23,25,21,24,24,24,23,24,24
13-Mar-2020 12:59:59,23,22,25,25,25,25,22,26,28,27,26,25,21,26,25,22,24,24,27,22,26,26,25,25,26,26
13-Mar-2020 13:59:59,24,23,26,26,26,26,22,27,29,28,27,26,22,27,26,23,25,25,28,23,27,27,26,26,27,27
13-Mar-2020 14:59:59,25,24,27,27,27,27,23,28,29,29,28,27,23,28,27,24,26,26,29,23,27,27,27,27,28,28
13-Mar-2020 15:59:59,25,24,27,27,28,28,23,28,30,29,29,28,21,28,27,24,27,27,29,24,28,28,27,27,28,28
13-Mar-2020 16:59:59,25,24,27,27,27,27,23,27,28,29,28,27,20,28,27,25,27,26,29,24,29,29,27,28,28,28
13-Mar-2020 17:59:59,24,22,27,27,26,26,22,26,26,28,27,27,17,27,27,23,26,26,28,23,27,27,26,27,27,27
13-Mar-2020 18:59:59,22,20,26,26,24,24,19,24,26,27,26,26,16,27,25,21,25,24,27,20,24,24,25,24,25,25
13-Mar-2020 19:59:59,21,19,23,23,23,23,18,23,21,25,25,24,14,25,22,20,23,21,25,19,23,23,23,23,23,23
13-Mar-2020 20:59:59,20,18,22,22,22,22,18,21,20,24,24,22,12,24,21,20,22,21,24,19,23,23,22,22,22,22
13-Mar-2020 21:59:59,19,18,22,22,22,22,18,20,19,23,23,21,13,22,21,20,21,20,23,17,22,22,21,22,21,21
13-Mar-2020 22:59:59,17,17,21,21,21,21,17,19,19,23,22,21,12,22,20,18,20,20,22,17,22,22,20,22,20,20
13-Mar-2020 23:59:59,17,17,21,21,20,20,17,19,18,22,21,20,12,21,20,17,19,19,21,17,21,21,20,21,19,19
14-Mar-2020 00:59:59,16,16,20,20,19,19,16,18,18,22,20,20,10,20,19,17,19,19,21,15,20,20,19,20,19,19
14-Mar-2020 01:59:59,15,14,19,19,18,18,15,17,16,21,19,19,9,19,19,15,18,17,20,14,19,19,18,19,18,18
14-Mar-2020 02:59:59,14,13,19,19,16,16,14,15,15,20,18,18,8,19,18,14,18,16,19,13,18,18,17,18,17,17
14-Mar-2020 03:59:59,13,12,18,18,15,15,14,12,13,18,18,18,7,18,17,14,17,16,19,13,17,17,17,17,17,17
14-Mar-2020 04:59:59,12,12,17,17,14,14,13,10,12,17,17,17,7,18,17,13,16,15,17,13,16,16,16,15,16,16
14-Mar-2020 05:59:59,11,12,16,16,13,13,13,9,11,16,16,17,7,17,16,13,16,14,16,12,15,15,15,13,15,15
14-Mar-2020 06:59:59,9,11,15,15,12,12,13,9,10,16,16,16,6,17,16,12,15,14,15,12,14,14,14,13,14,14
14-Mar-2020 07:59:59,9,12,15,15,12,12,13,10,10,15,16,17,7,16,16,13,15,15,15,13,14,14,15,13,14,14
14-Mar-2020 08:59:59,12,16,17,17,15,15,15,16,16,17,17,19,12,18,18,16,15,17,17,16,16,16,18,16,16,16
14-Mar-2020 09:59:59,16,17,19,19,18,18,16,19,21,20,20,20,16,20,19,17,17,19,19,17,19,19,19,18,19,19
14-Mar-2020 10:59:59,18,19,21,21,20,20,18,21,24,22,21,22,19,21,21,18,19,21,21,19,21,21,21,20,21,21
14-Mar-2020 11:59:59,20,20,23,23,23,23,20,23,26,24,23,23,20,24,23,21,21,22,23,20,23,23,23,22,23,23
14-Mar-2020 12:59:59,22,22,25,25,25,25,21,25,28,26,25,25,22,25,25,22,24,24,25,22,26,26,25,25,25,25
14-Mar-2020 13:59:59,24,23,26,26,26,26,23,27,30,28,27,26,21,27,27,24,25,26,27,23,27,27,27,26,27,27
14-Mar-2020 14:59:59,25,24,27,27,28,28,23,28,30,29,28,27,21,28,27,24,27,26,28,24,28,28,27,27,28,28
14-Mar-2020 15:59:59,26,24,27,27,28,28,22,28,28,29,28,27,18,28,27,24,27,26,29,23,28,28,27,27,28,28
14-Mar-2020 16:59:59,25,23,27,27,26,26,21,27,26,29,28,27,15,28,26,24,26,25,28,22,28,28,26,27,28,28
14-Mar-2020 17:59:59,19,21,26,26,25,25,20,26,25,25,26,26,15,27,25,23,25,25,26,21,26,26,26,26,25,25
14-Mar-2020 18:59:59,17,19,25,25,24,24,19,20,24,20,22,25,15,25,24,21,21,23,18,20,24,24,23,24,20,20
14-Mar-2020 19:59:59,17,19,23,23,23,23,19,17,21,20,22,22,13,23,22,20,19,22,20,20,23,23,20,23,18,18
14-Mar-2020 20:59:59,17,17,21,21,22,22,17,15,19,21,22,20,12,22,20,19,19,20,20,18,22,22,19,21,19,19
14-Mar-2020 21:59:59,16,17,20,20,21,21,17,16,19,21,21,20,11,21,20,18,19,20,20,17,20,20,19,20,19,19
14-Mar-2020 22:59:59,15,16,20,20,19,19,16,18,19,21,20,20,10,20,19,17,19,19,20,17,20,20,19,20,18,18
14-Mar-2020 23:59:59,15,15,19,19,19,19,16,17,18,20,20,19,9,20,19,16,18,18,19,16,19,19,18,19,18,18
15-Mar-2020 00:59:59,14,14,19,19,18,18,15,16,17,20,19,19,8,19,18,16,17,18,18,15,18,18,17,19,16,16
15-Mar-2020 01:59:59,13,13,18,18,17,17,14,13,15,19,18,18,7,18,17,15,16,17,18,13,17,17,16,18,16,16
15-Mar-2020 02:59:59,12,12,17,17,16,16,13,10,14,18,17,17,7,18,17,14,16,15,17,13,16,16,16,17,15,15
15-Mar-2020 03:59:59,11,12,17,17,14,14,13,9,12,16,17,17,8,17,16,14,15,15,16,13,16,16,15,16,15,15
15-Mar-2020 04:59:59,10,12,16,16,13,13,13,9,11,14,16,16,8,17,16,13,15,15,15,12,15,15,14,14,14,14
15-Mar-2020 05:59:59,9,11,16,16,12,12,12,8,10,15,16,16,6,16,15,13,14,14,15,12,14,14,14,14,13,13
15-Mar-2020 06:59:59,8,11,15,15,11,11,12,7,10,14,14,15,6,15,15,12,13,14,14,12,13,13,13,13,12,12
15-Mar-2020 07:59:59,9,12,15,15,12,12,13,9,10,14,14,15,7,15,15,13,12,14,14,12,14,14,14,13,12,12
15-Mar-2020 08:59:59,12,14,16,16,14,14,14,15,15,16,16,17,12,16,16,14,13,15,16,15,15,15,15,15,13,13
15-Mar-2020 09:59:59,15,17,18,18,17,17,15,17,19,18,18,18,15,18,18,16,15,17,18,17,18,18,18,17,16,16
15-Mar-2020 10:59:59,17,18,20,20,20,20,17,20,22,21,21,20,18,20,20,18,18,20,20,18,20,20,20,19,19,19
15-Mar-2020 11:59:59,18,20,22,22,21,21,19,22,25,23,22,22,19,23,22,20,20,22,22,20,22,22,22,21,21,21
15-Mar-2020 12:59:59,21,21,24,24,23,23,21,24,27,25,24,24,21,24,24,21,22,23,24,21,24,24,24,23,24,24
15-Mar-2020 13:59:59,23,22,25,25,25,25,22,26,28,26,26,26,21,26,25,23,24,25,26,23,26,26,25,25,25,25
15-Mar-2020 14:59:59,24,22,26,26,26,26,23,27,29,28,27,27,20,27,26,23,25,25,28,23,26,26,26,26,27,27
15-Mar-2020 15:59:59,25,21,26,26,26,26,22,27,29,28,27,26,18,27,26,23,25,24,28,23,25,25,26,26,27,27
15-Mar-2020 16:59:59,23,20,26,26,25,25,21,26,27,28,27,26,16,27,26,22,25,24,27,22,26,26,26,25,27,27
15-Mar-2020 17:59:59,21,21,25,25,24,24,20,24,25,26,26,25,16,26,25,21,24,23,25,22,25,25,25,24,25,25
15-Mar-2020 18:59:59,18,19,23,23,23,23,20,22,23,23,23,23,14,23,24,20,21,23,23,20,23,23,23,23,22,22
15-Mar-2020 19:59:59,16,18,21,21,22,22,18,19,21,21,21,21,13,21,21,20,16,21,21,19,22,22,20,18,20,20
15-Mar-2020 20:59:59,16,16,20,20,21,21,17,17,20,20,20,20,14,20,20,18,16,17,20,18,20,20,19,18,18,18
15-Mar-2020 21:59:59,15,16,20,20,19,19,16,17,19,19,20,20,13,20,19,17,17,17,19,16,19,19,18,18,17,17
15-Mar-2020 22:59:59,15,15,19,19,18,18,16,16,18,19,19,18,12,19,19,16,16,17,18,16,18,18,17,18,17,17
15-Mar-2020 23:59:59,14,14,18,18,17,17,15,16,18,19,18,18,12,18,18,15,15,16,18,15,18,18,17,16,17,17
16-Mar-2020 00:59:59,14,13,17,17,17,17,14,15,17,18,17,17,10,17,18,15,15,16,18,14,17,17,16,17,16,16
16-Mar-2020 01:59:59,13,12,17,17,16,16,13,13,15,18,17,17,8,17,16,15,15,15,17,14,17,17,16,16,16,16
16-Mar-2020 02:59:59,12,12,17,17,15,15,13,13,15,17,17,16,7,17,16,14,14,15,17,13,16,16,15,16,15,15
16-Mar-2020 03:59:59,11,11,16,16,14,14,12,11,14,16,16,16,7,16,15,12,13,14,16,12,15,15,14,14,15,15
16-Mar-2020 04:59:59,10,11,15,15,13,13,12,12,12,14,15,15,6,16,15,11,13,13,16,12,14,14,14,14,14,14
16-Mar-2020 05:59:59,10,10,14,14,12,12,12,12,12,13,14,15,6,15,15,10,13,13,15,11,13,13,14,13,13,13
16-Mar-2020 06:59:59,9,10,14,14,11,11,11,10,11,12,13,14,6,14,15,10,12,13,14,10,13,13,13,13,13,13
16-Mar-2020 07:59:59,9,10,14,14,11,11,11,11,11,14,13,15,6,14,15,11,12,13,13,11,13,13,14,13,13,13
16-Mar-2020 08:59:59,11,13,15,15,14,14,13,15,16,15,15,16,11,16,16,13,14,14,13,13,15,15,16,15,15,15
16-Mar-2020 09:59:59,14,16,17,17,16,16,16,17,19,18,17,18,16,18,18,15,15,16,17,16,17,17,18,17,16,16
16-Mar-2020 10:59:59,17,17,19,19,19,19,17,19,22,20,20,20,18,20,20,18,17,19,19,18,19,19,20,19,19,19
16-Mar-2020 11:59:59,19,19,21,21,21,21,19,22,25,23,22,22,19,22,22,20,20,21,22,19,22,22,22,21,21,21
16-Mar-2020 12:59:59,21,20,23,23,23,23,20,23,26,25,24,24,19,24,24,21,22,23,25,21,24,24,23,23,24,24
16-Mar-2020 13:59:59,22,19,24,24,25,25,21,25,28,26,25,24,20,25,24,22,23,22,26,21,25,25,24,24,25,25
16-Mar-2020 14:59:59,23,18,23,23,25,25,19,26,26,25,25,24,13,25,24,22,23,21,25,20,25,25,24,23,25,25
16-Mar-2020 15:59:59,22,18,23,23,23,23,18,24,24,26,25,24,9,25,23,21,23,20,25,19,24,24,23,23,25,25
16-Mar-2020 16:59:59,15,18,22,22,19,19,17,19,22,24,23,22,9,24,22,20,22,20,22,18,23,23,21,23,21,21
16-Mar-2020 17:59:59,10,18,20,20,20,20,17,18,20,19,18,19,11,19,20,19,17,19,15,17,21,21,19,20,16,16
16-Mar-2020 18:59:59,12,14,18,18,17,17,15,16,18,17,17,18,11,18,18,15,14,17,16,15,18,18,18,17,15,15
16-Mar-2020 19:59:59,12,13,17,17,17,17,14,15,17,17,16,17,10,17,18,14,15,16,16,15,17,17,16,16,15,15
16-Mar-2020 20:59:59,12,12,16,16,16,16,13,14,16,17,16,16,10,16,17,13,15,15,16,14,16,16,16,16,16,16
16-Mar-2020 21:59:59,12,12,16,16,16,16,12,13,15,17,16,16,9,17,16,13,15,15,16,13,16,16,15,16,16,16
16-Mar-2020 22:59:59,11,11,16,16,15,15,12,12,14,17,16,16,8,17,16,13,15,15,16,13,16,16,15,16,15,15
16-Mar-2020 23:59:59,10,12,16,16,14,14,12,10,13,16,16,16,7,16,15,12,14,14,16,12,15,15,15,15,14,14
17-Mar-2020 00:59:59,9,11,15,15,12,12,12,10,11,14,15,15,6,16,15,12,13,14,15,11,14,14,14,14,14,14
17-Mar-2020 01:59:59,9,10,15,15,12,12,11,9,10,14,14,15,7,15,15,11,13,13,14,11,14,14,13,13,13,13
17-Mar-2020 02:59:59,8,10,14,14,11,11,11,9,9,14,14,14,6,14,14,10,13,12,13,10,13,13,13,13,13,13
17-Mar-2020 03:59:59,7,10,13,13,9,9,11,9,9,13,13,14,5,14,14,11,12,12,13,10,12,12,12,11,13,13
17-Mar-2020 04:59:59,6,10,13,13,9,9,10,7,8,13,13,14,4,13,14,10,12,12,12,10,11,11,12,11,12,12
17-Mar-2020 05:59:59,6,10,12,12,9,9,10,7,8,12,13,13,4,13,13,10,12,12,12,10,11,11,11,10,10,10
17-Mar-2020 06:59:59,6,10,12,12,8,8,10,6,8,12,12,13,4,13,13,10,10,11,12,10,10,10,11,10,10,10
17-Mar-2020 07:59:59,7,10,13,13,9,9,11,8,8,13,13,14,4,13,13,11,10,12,13,11,11,11,12,11,11,11
17-Mar-2020 08:59:59,9,13,14,14,12,12,13,13,14,15,15,15,9,15,15,13,12,14,14,13,13,13,15,13,13,13
17-Mar-2020 09:59:59,12,15,17,17,16,16,15,16,18,17,17,17,14,17,18,15,15,16,16,15,16,16,17,16,15,15
17-Mar-2020 10:59:59,15,16,19,19,18,18,16,19,21,20,19,20,16,19,19,17,17,18,18,17,19,19,19,18,18,18
17-Mar-2020 11:59:59,17,18,21,21,21,21,18,21,23,22,21,21,16,21,21,19,19,20,21,18,21,21,21,20,20,20
17-Mar-2020 12:59:59,19,20,22,22,23,23,19,23,26,24,23,23,17,23,23,20,21,22,23,20,24,24,23,22,22,22
17-Mar-2020 13:59:59,20,21,24,24,24,24,20,24,27,25,24,24,19,24,24,21,23,23,25,21,25,25,24,24,24,24
17-Mar-2020 14:59:59,21,21,24,24,25,25,19,25,28,26,25,24,17,25,25,22,23,23,25,21,26,26,24,24,25,25
17-Mar-2020 15:59:59,22,20,24,24,25,25,19,25,26,26,25,25,17,25,24,22,24,23,25,21,25,25,24,24,25,25
17-Mar-2020 16:59:59,22,20,24,24,24,24,19,24,23,26,24,24,15,25,23,22,23,23,25,21,24,24,23,24,25,25
17-Mar-2020 17:59:59,22,20,23,23,22,22,19,24,23,25,24,23,14,24,23,21,23,22,25,20,24,24,23,24,25,25
17-Mar-2020 18:59:59,20,19,23,23,21,21,18,22,22,25,24,23,14,24,22,18,22,22,24,19,22,22,22,22,23,23
17-Mar-2020 19:59:59,18,17,22,22,20,20,16,21,20,23,22,21,11,23,21,17,20,21,22,18,21,21,21,20,21,21
17-Mar-2020 20:59:59,17,17,19,19,19,19,16,19,19,21,21,20,10,20,20,17,19,20,21,18,20,20,20,20,20,20
17-Mar-2020 21:59:59,16,15,17,17,19,19,16,18,19,19,19,17,10,17,19,17,18,18,20,17,19,19,19,19,19,19
17-Mar-2020 22:59:59,15,14,17,17,18,18,14,17,16,20,19,17,9,17,17,15,17,17,20,15,18,18,19,18,18,18
17-Mar-2020 23:59:59,14,14,16,16,16,16,14,15,13,19,18,17,9,17,17,15,16,17,19,15,18,18,18,17,17,17
18-Mar-2020 00:59:59,13,13,17,17,16,16,14,12,13,19,17,17,7,17,17,14,16,16,18,14,17,17,17,17,17,17
18-Mar-2020 01:59:59,12,13,16,16,15,15,13,11,12,18,17,16,6,17,16,14,15,15,17,13,16,16,16,15,16,16
18-Mar-2020 02:59:59,11,13,15,15,15,15,14,10,11,16,17,16,6,16,16,14,15,15,16,13,15,15,15,14,15,15
18-Mar-2020 03:59:59,10,12,15,15,14,14,13,9,11,16,16,16,6,15,16,13,15,14,15,12,15,15,14,13,15,15
18-Mar-2020 04:59:59,9,11,15,15,13,13,12,8,10,16,15,15,6,15,15,12,14,14,15,12,15,15,14,14,13,13
18-Mar-2020 05:59:59,9,11,14,14,13,13,12,8,9,15,15,15,6,14,15,11,14,13,14,12,14,14,13,13,13,13
18-Mar-2020 06:59:59,9,11,14,14,12,12,12,7,9,13,15,14,5,14,15,11,13,13,14,12,13,13,13,12,13,13
18-Mar-2020 07:59:59,9,11,14,14,12,12,12,9,9,14,14,15,6,14,15,12,13,14,14,12,13,13,14,13,12,12
18-Mar-2020 08:59:59,11,14,16,16,15,15,14,15,14,16,16,17,10,16,17,14,14,16,16,14,15,15,16,15,15,15
18-Mar-2020 09:59:59,14,17,18,18,17,17,15,18,20,18,19,19,14,18,19,16,16,17,18,16,17,17,19,17,17,17
18-Mar-2020 10:59:59,17,18,20,20,20,20,17,20,22,21,20,20,17,20,20,18,18,20,20,18,20,20,21,20,20,20
18-Mar-2020 11:59:59,19,19,22,22,22,22,18,22,24,23,22,22,17,22,22,19,20,21,23,19,22,22,22,21,22,22
18-Mar-2020 12:59:59,20,20,23,23,23,23,20,24,26,24,24,23,19,24,24,21,22,22,24,20,24,24,23,23,24,24
18-Mar-2020 13:59:59,22,21,24,24,24,24,21,25,27,26,25,25,20,25,26,22,24,24,26,21,26,26,24,24,25,25
18-Mar-2020 14:59:59,23,23,25,25,26,26,21,26,26,27,26,25,19,26,25,22,24,24,27,22,26,26,25,25,26,26
18-Mar-2020 15:59:59,24,21,25,25,25,25,20,25,25,27,26,25,18,25,24,22,24,24,26,21,26,26,24,25,26,26
18-Mar-2020 16:59:59,23,20,24,24,24,24,19,25,24,27,25,24,15,25,24,21,24,23,26,21,25,25,24,24,26,26
18-Mar-2020 17:59:59,23,19,24,24,23,23,18,24,23,26,25,24,14,25,23,20,24,22,26,19,24,24,24,24,25,25
18-Mar-2020 18:59:59,17,19,23,23,22,22,18,20,22,25,24,23,14,24,23,19,22,22,24,19,23,23,23,23,23,23
18-Mar-2020 19:59:59,15,18,22,22,21,21,18,19,21,20,18,21,13,21,22,19,19,21,18,19,22,22,21,21,20,20
18-Mar-2020 20:59:59,15,16,20,20,20,20,17,17,20,20,19,20,13,20,21,18,16,19,18,18,20,20,20,19,21,21
18-Mar-2020 21:59:59,15,15,20,20,19,19,16,16,18,20,19,20,10,20,20,17,17,19,19,17,20,20,20,19,20,20
18-Mar-2020 22:59:59,14,14,19,19,18,18,15,16,16,19,20,20,8,20,20,16,17,18,19,15,19,19,19,18,20,20
18-Mar-2020 23:59:59,14,15,18,18,17,17,15,15,16,18,19,19,8,19,19,15,16,17,18,15,18,18,19,17,19,19
19-Mar-2020 00:59:59,13,14,18,18,17,17,15,13,14,18,18,18,7,19,18,15,16,16,17,14,18,18,18,17,18,18
19-Mar-2020 01:59:59,12,14,17,17,15,15,14,11,13,18,17,18,8,18,18,14,16,16,17,14,17,17,16,16,17,17
19-Mar-2020 02:59:59,11,14,16,16,14,14,14,10,13,17,17,17,8,17,17,13,15,16,16,14,16,16,16,15,16,16
19-Mar-2020 03:59:59,10,13,16,16,13,13,13,9,12,15,15,17,6,16,17,12,15,15,15,13,15,15,15,14,16,16
19-Mar-2020 04:59:59,9,12,15,15,13,13,13,9,10,15,15,16,6,15,16,12,14,14,15,12,14,14,15,14,15,15
19-Mar-2020 05:59:59,9,12,15,15,12,12,12,8,10,15,15,15,5,15,16,12,12,14,14,12,13,13,14,13,14,14
19-Mar-2020 06:59:59,8,11,15,15,11,11,12,8,9,14,14,15,5,15,15,11,12,13,14,12,13,13,13,13,13,13
19-Mar-2020 07:59:59,9,13,15,15,13,13,13,10,10,14,15,16,6,15,16,13,13,14,14,13,14,14,15,13,14,14
19-Mar-2020 08:59:59,11,17,17,17,16,16,16,17,16,17,17,18,11,17,18,16,15,16,16,17,15,15,17,16,15,15
19-Mar-2020 09:59:59,15,19,19,19,18,18,17,20,21,20,19,20,17,20,20,18,18,19,19,18,18,18,19,19,18,18
19-Mar-2020 10:59:59,17,20,21,21,21,21,19,22,24,23,22,22,18,22,22,19,20,21,21,20,21,21,21,21,21,21
19-Mar-2020 11:59:59,19,21,23,23,23,23,20,24,26,24,24,24,20,24,23,21,22,23,24,24,24,24,23,23,23,23
19-Mar-2020 12:59:59,21,22,24,24,25,25,21,26,27,26,26,25,21,25,25,22,23,24,26,22,25,25,25,24,25,25
19-Mar-2020 13:59:59,23,24,26,26,26,26,23,27,29,28,27,26,22,26,26,23,25,25,27,23,27,27,26,26,27,27
19-Mar-2020 14:59:59,24,24,27,27,27,27,23,27,30,28,28,27,22,27,28,24,26,26,28,24,28,28,27,27,27,27
19-Mar-2020 15:59:59,25,24,28,28,27,27,24,28,31,29,28,28,21,28,28,24,26,27,29,24,28,28,27,28,28,28
19-Mar-2020 16:59:59,26,23,27,27,26,26,23,28,29,29,28,19,19,28,27,24,27,26,29,24,27,27,28,27,28,28
19-Mar-2020 17:59:59,25,23,27,27,25,25,22,28,27,28,27,18,18,27,27,23,25,26,28,23,26,26,27,26,28,28
