Timestamp,ACO,AJM,AJU,BJU,MON,CHO,CUA,CUT,FAC,FAR,GAM,HGM,INN,MER,MGH,MPA,NEZ,PED,SAG,SFE,SS1,TAH,TLA,UAX,UIZ,VIF
19-Mar-2020 18:59:59,21,20,26,26,24,24,20,26,25,26,26,16,16,26,25,21,24,24,26,21,24,24,26,24,27,27
19-Mar-2020 19:59:59,19,20,23,23,23,23,19,22,24,24,23,16,16,23,23,20,22,23,23,21,23,23,23,23,21,21
19-Mar-2020 20:59:59,19,18,19,19,22,22,16,18,20,23,23,14,14,19,19,20,20,20,22,16,23,23,21,19,21,21
19-Mar-2020 21:59:59,18,16,19,19,21,21,15,15,19,23,22,19,12,20,18,18,20,17,22,15,19,19,19,16,18,18
19-Mar-2020 22:59:59,18,15,19,19,18,18,14,15,18,22,21,19,11,20,17,17,19,18,21,15,18,18,19,17,19,19
19-Mar-2020 23:59:59,17,15,19,19,18,18,14,15,18,22,20,19,11,19,18,16,18,17,21,15,18,18,19,17,18,18
20-Mar-2020 00:59:59,15,15,17,17,16,16,15,15,17,20,19,18,9,18,18,15,17,17,19,15,18,18,18,16,18,18
20-Mar-2020 01:59:59,14,15,17,17,15,15,15,12,15,19,18,17,7,17,17,14,16,16,19,15,17,17,17,14,17,17
20-Mar-2020 02:59:59,13,15,16,16,14,14,15,11,14,18,17,17,7,17,16,13,16,16,18,14,15,15,16,14,16,16
20-Mar-2020 03:59:59,12,14,15,15,13,13,14,10,12,17,17,16,6,16,16,13,15,15,17,14,14,14,15,14,15,15
20-Mar-2020 04:59:59,11,13,15,15,13,13,14,9,11,17,16,16,6,16,16,13,15,14,16,13,14,14,15,13,14,14
20-Mar-2020 05:59:59,11,13,15,15,13,13,14,9,10,17,16,15,6,15,16,13,14,14,16,12,14,14,14,13,14,14
20-Mar-2020 06:59:59,10,12,15,15,12,12,13,8,10,16,16,15,5,15,16,12,14,14,16,12,13,13,14,12,14,14
20-Mar-2020 07:59:59,10,13,15,15,13,13,14,10,11,15,16,16,6,16,16,13,14,14,15,13,14,14,15,12,14,14
20-Mar-2020 08:59:59,13,17,17,17,15,15,15,16,16,18,17,18,12,17,17,15,15,16,17,16,15,15,18,15,16,16
20-Mar-2020 09:59:59,16,17,19,19,18,18,16,18,21,20,19,20,16,19,19,17,17,18,19,17,18,18,20,18,18,18
20-Mar-2020 10:59:59,18,18,20,20,21,21,17,21,23,22,21,21,17,21,21,18,19,20,22,18,21,21,21,20,20,20
20-Mar-2020 11:59:59,20,19,22,22,23,23,19,23,24,24,23,23,18,23,23,19,21,22,23,20,23,23,22,22,22,22
20-Mar-2020 12:59:59,21,20,24,24,24,24,20,25,25,25,24,24,19,24,24,21,22,23,25,21,24,24,23,23,24,24
20-Mar-2020 13:59:59,23,21,25,25,25,25,21,26,27,26,26,25,20,25,25,22,24,24,26,22,26,26,25,25,26,26
20-Mar-2020 14:59:59,24,22,26,26,26,26,22,26,28,28,27,26,21,26,25,23,25,25,28,23,27,27,26,26,27,27
20-Mar-2020 15:59:59,25,23,26,26,27,27,22,27,28,29,28,27,21,27,27,23,26,26,28,23,27,27,26,26,27,27
20-Mar-2020 16:59:59,25,22,27,27,28,28,23,27,27,29,28,27,21,27,27,24,26,26,29,23,27,27,27,27,28,28
20-Mar-2020 17:59:59,23,22,27,27,26,26,23,27,27,28,28,27,20,28,27,24,26,26,28,23,27,27,27,27,27,27
20-Mar-2020 18:59:59,21,22,25,25,21,21,22,24,25,26,25,25,18,26,26,22,24,25,25,23,25,25,25,25,24,24
20-Mar-2020 19:59:59,19,19,23,23,16,16,20,21,23,24,23,23,16,23,23,19,22,22,23,21,21,21,22,23,22,22
20-Mar-2020 20:59:59,17,18,21,21,16,16,19,19,21,22,21,21,15,21,21,18,20,21,21,19,21,21,21,21,20,20
20-Mar-2020 21:59:59,16,17,21,21,19,19,17,18,20,21,20,20,14,20,20,18,19,20,20,17,21,21,20,20,19,19
20-Mar-2020 22:59:59,16,16,20,20,18,18,16,16,19,21,20,20,13,20,20,17,18,19,20,17,20,20,18,19,18,18
20-Mar-2020 23:59:59,15,15,19,19,18,18,15,16,18,20,19,19,11,19,19,17,18,18,19,16,20,20,17,19,17,17
21-Mar-2020 00:59:59,14,14,18,18,17,17,14,15,16,18,18,17,10,18,17,16,17,17,17,15,19,19,16,18,19,16
21-Mar-2020 01:59:59,13,13,17,17,16,16,13,14,15,18,17,16,9,17,16,15,16,16,17,14,17,17,15,17,18,15
21-Mar-2020 02:59:59,13,12,16,16,16,16,12,13,14,17,17,16,9,16,15,14,15,15,16,13,16,16,15,16,17,14
21-Mar-2020 03:59:59,12,11,15,15,15,15,12,12,14,17,16,15,8,16,15,13,15,15,16,13,15,15,14,15,17,14
21-Mar-2020 04:59:59,12,11,15,15,13,13,11,12,14,17,16,15,8,16,15,13,14,14,16,12,15,15,14,15,16,14
21-Mar-2020 05:59:59,11,11,15,15,13,13,11,11,14,16,15,15,8,16,15,12,14,14,16,12,15,15,14,15,16,14
21-Mar-2020 06:59:59,11,11,15,15,12,12,11,10,13,15,15,15,7,15,15,11,14,14,16,11,14,14,14,15,16,14
21-Mar-2020 07:59:59,11,10,15,15,12,12,12,12,13,14,15,15,7,15,15,11,14,14,15,12,14,14,14,14,17,13
21-Mar-2020 08:59:59,12,12,16,16,14,14,12,15,15,16,16,16,9,16,16,13,14,15,16,13,15,15,15,15,17,14
21-Mar-2020 09:59:59,15,14,17,17,16,16,13,17,17,18,17,17,13,17,16,14,15,16,17,14,16,16,17,16,18,16
21-Mar-2020 10:59:59,16,16,18,18,18,18,15,19,20,20,19,20,16,19,19,16,17,18,19,16,19,19,18,18,20,18
21-Mar-2020 11:59:59,19,18,20,20,20,20,17,21,23,22,21,21,17,20,20,18,19,20,21,18,21,21,20,20,22,21
21-Mar-2020 12:59:59,21,19,22,22,22,22,18,23,24,24,23,22,19,22,22,20,21,21,24,19,23,23,22,21,23,23
21-Mar-2020 13:59:59,22,20,24,24,24,24,20,24,27,25,25,24,20,24,24,21,23,23,26,21,24,24,24,23,25,24
21-Mar-2020 14:59:59,23,22,25,25,25,25,21,24,28,27,26,25,20,26,25,22,24,24,27,22,26,26,25,25,26,25
21-Mar-2020 15:59:59,23,22,25,25,25,25,22,25,28,26,26,26,21,26,25,22,24,25,26,22,27,27,25,26,27,25
21-Mar-2020 16:59:59,23,22,25,25,25,25,22,25,26,27,26,25,19,26,26,21,25,25,27,22,25,25,25,25,27,25
21-Mar-2020 17:59:59,20,20,24,24,24,24,21,24,26,22,24,24,16,24,25,20,22,24,20,22,24,24,24,23,25,25
21-Mar-2020 18:59:59,18,18,17,17,23,23,18,21,23,19,19,17,14,18,19,19,17,21,17,18,22,22,21,20,17,17
21-Mar-2020 19:59:59,17,17,16,16,21,21,11,17,15,19,20,16,13,19,15,19,17,15,19,12,21,21,19,18,17,17
21-Mar-2020 20:59:59,16,16,17,17,20,20,13,15,14,19,18,16,12,18,16,17,17,15,19,13,19,19,18,18,17,18
21-Mar-2020 21:59:59,16,15,17,17,19,19,13,15,15,20,19,17,12,18,17,17,17,16,18,15,19,19,19,18,18,17
21-Mar-2020 22:59:59,15,15,17,17,18,18,14,15,16,19,19,18,11,19,17,16,17,17,18,14,18,18,17,18,19,17
21-Mar-2020 23:59:59,14,15,17,17,17,17,14,14,16,18,18,17,10,18,17,16,16,17,17,13,18,18,17,18,18,16
22-Mar-2020 00:59:59,13,13,17,17,16,16,13,12,14,17,17,17,9,17,16,14,15,16,17,13,18,18,16,17,18,15
22-Mar-2020 01:59:59,12,12,16,16,15,15,13,11,13,16,17,16,7,17,15,13,15,15,17,12,17,17,15,17,17,15
22-Mar-2020 02:59:59,12,12,15,15,14,14,12,11,12,15,16,16,6,16,15,12,14,14,16,12,16,16,15,15,17,15
22-Mar-2020 03:59:59,11,11,15,15,13,13,12,10,11,15,15,15,5,15,15,12,14,14,15,11,14,14,15,14,16,14
22-Mar-2020 04:59:59,10,11,14,14,12,12,11,10,10,15,14,14,5,14,14,11,13,13,15,11,14,14,14,13,15,13
22-Mar-2020 05:59:59,10,10,14,14,11,11,11,9,10,14,14,14,5,14,14,11,13,13,14,10,13,13,14,13,15,12
22-Mar-2020 06:59:59,9,10,13,13,10,10,11,9,9,13,14,14,4,14,14,10,12,13,14,10,13,13,13,13,15,12
22-Mar-2020 07:59:59,9,11,14,14,11,11,12,10,10,13,14,14,5,14,14,11,12,13,14,11,13,13,14,13,15,12
22-Mar-2020 08:59:59,11,14,15,15,14,14,14,14,14,15,16,16,11,15,16,13,13,15,15,14,15,15,16,15,17,14
22-Mar-2020 09:59:59,14,16,17,17,17,17,15,17,19,17,18,18,16,17,18,16,16,16,17,15,17,17,18,17,18,16
22-Mar-2020 10:59:59,16,18,19,19,19,19,17,19,22,20,19,20,18,20,20,18,17,19,19,17,20,20,20,19,21,19
22-Mar-2020 11:59:59,19,20,22,22,22,22,19,22,25,22,22,22,19,22,22,20,20,22,22,19,23,23,22,22,23,22
22-Mar-2020 12:59:59,21,21,23,23,24,24,21,24,27,25,24,24,20,24,24,21,22,23,24,21,25,25,24,24,24,24
22-Mar-2020 13:59:59,22,22,25,25,25,25,22,26,29,26,26,25,21,26,25,23,24,25,26,22,26,26,25,25,26,25
22-Mar-2020 14:59:59,24,22,26,26,26,26,23,27,28,28,27,27,22,27,26,23,25,26,28,23,27,27,26,26,27,27
22-Mar-2020 15:59:59,25,23,27,27,26,26,23,28,29,29,28,27,22,27,27,24,26,26,29,23,27,27,27,27,28,28
22-Mar-2020 16:59:59,24,24,27,27,26,26,23,27,28,29,28,27,22,28,27,24,26,27,29,24,28,28,27,27,29,28
22-Mar-2020 17:59:59,23,23,27,27,22,22,23,27,28,28,27,27,21,27,27,23,26,26,27,24,26,26,26,27,28,26
22-Mar-2020 18:59:59,22,22,26,26,22,22,22,24,26,26,26,25,19,26,26,21,24,25,26,23,24,24,25,25,26,25
22-Mar-2020 19:59:59,19,20,24,24,21,21,20,22,23,24,24,24,16,24,24,19,22,23,23,21,22,22,23,23,24,23
22-Mar-2020 20:59:59,17,18,22,22,19,19,19,19,22,22,22,22,15,22,22,19,20,21,21,19,20,20,22,22,22,21
22-Mar-2020 21:59:59,17,17,21,21,18,18,17,15,20,21,21,21,14,21,21,18,19,20,21,18,20,20,20,20,21,20
22-Mar-2020 22:59:59,15,15,20,20,17,17,16,13,19,21,20,20,11,20,20,18,19,19,20,16,19,19,19,20,21,19
22-Mar-2020 23:59:59,14,15,20,20,15,15,15,12,16,20,19,19,10,20,19,15,18,18,19,15,19,19,18,19,20,18
23-Mar-2020 00:59:59,12,14,19,19,14,14,15,10,15,19,18,18,9,19,18,14,17,17,19,14,18,18,17,17,20,16
23-Mar-2020 01:59:59,12,13,18,18,13,13,14,9,14,17,17,17,7,18,17,13,16,16,18,13,16,16,16,16,19,16
23-Mar-2020 02:59:59,11,12,16,16,12,12,14,8,12,15,17,17,7,17,17,13,15,15,17,13,15,15,15,14,18,15
23-Mar-2020 03:59:59,9,12,15,15,11,11,13,7,10,14,15,16,6,16,16,12,14,14,15,12,14,14,14,13,17,14
23-Mar-2020 04:59:59,7,11,14,14,10,10,12,6,9,14,14,15,5,15,15,11,14,14,14,11,13,13,14,12,16,13
23-Mar-2020 05:59:59,7,11,14,14,9,9,12,6,8,13,14,15,5,14,15,11,13,13,14,11,12,12,13,12,16,12
23-Mar-2020 06:59:59,6,10,13,13,9,9,11,5,8,12,13,14,4,14,14,10,11,13,13,11,12,12,12,11,15,11
23-Mar-2020 07:59:59,7,12,14,14,10,10,13,7,8,13,14,15,5,14,15,12,12,13,13,12,12,12,13,12,15,11
23-Mar-2020 08:59:59,10,15,16,16,14,14,15,14,15,15,16,17,12,16,17,15,14,15,15,15,14,14,16,14,17,13
23-Mar-2020 09:59:59,14,17,18,18,17,17,16,18,20,18,18,19,16,18,19,17,16,18,18,17,17,17,18,17,19,17
23-Mar-2020 10:59:59,17,18,20,20,20,20,18,21,23,21,21,21,18,21,21,19,19,20,20,19,20,20,21,20,22,19
23-Mar-2020 11:59:59,20,21,23,23,22,22,20,23,26,24,23,23,20,24,23,21,21,23,23,21,24,24,23,22,24,22
23-Mar-2020 12:59:59,22,22,25,25,24,24,22,25,28,26,26,25,21,25,25,23,23,25,26,22,26,26,25,24,26,25
23-Mar-2020 13:59:59,24,23,26,26,26,26,23,27,29,28,27,26,22,27,26,24,25,25,28,23,27,27,26,26,26,26
23-Mar-2020 14:59:59,25,24,27,27,27,27,24,28,30,29,28,27,23,28,27,24,26,26,28,24,28,28,27,27,29,28
23-Mar-2020 15:59:59,26,25,28,28,27,27,24,29,31,29,28,28,23,28,28,25,27,27,29,24,29,29,28,28,29,29
23-Mar-2020 16:59:59,26,25,28,28,26,26,24,29,30,30,29,29,24,28,28,25,27,27,29,25,29,29,28,28,30,29
23-Mar-2020 17:59:59,26,24,28,28,25,25,24,28,29,29,29,28,20,28,28,23,26,27,29,24,28,28,28,28,29,28
23-Mar-2020 18:59:59,24,22,26,26,23,23,22,25,27,27,27,27,18,27,27,22,24,26,28,24,24,24,27,24,27,27
23-Mar-2020 19:59:59,21,19,23,23,22,22,19,22,24,24,24,24,15,25,24,19,22,23,24,21,22,22,25,22,25,25
23-Mar-2020 20:59:59,20,19,22,22,20,20,18,17,21,23,23,22,12,23,22,18,21,22,22,19,22,22,23,21,24,23
23-Mar-2020 21:59:59,18,18,21,21,19,19,17,15,20,22,22,22,10,22,22,18,20,21,21,18,20,20,22,20,22,22
23-Mar-2020 22:59:59,17,16,20,20,18,18,17,13,18,21,21,21,9,21,21,16,20,19,21,17,19,19,21,18,22,20
23-Mar-2020 23:59:59,15,16,20,20,17,17,16,11,17,21,20,20,8,20,20,16,19,18,21,16,18,18,19,17,21,19
24-Mar-2020 00:59:59,13,15,5,19,16,16,16,9,14,19,20,20,7,20,19,16,18,17,20,15,17,17,18,17,20,18
24-Mar-2020 01:59:59,12,15,5,18,15,15,15,9,13,18,19,18,6,19,18,15,17,16,18,14,17,17,17,15,19,16
24-Mar-2020 02:59:59,11,14,4,17,14,14,15,9,12,18,18,17,6,17,17,15,17,16,17,14,16,16,16,15,19,16
24-Mar-2020 03:59:59,10,14,3,16,13,13,15,7,11,16,17,17,6,17,16,14,16,16,16,14,15,15,15,14,18,15
24-Mar-2020 04:59:59,10,14,2,15,11,11,14,6,10,16,16,16,6,16,16,14,16,14,16,14,14,14,14,13,17,14
24-Mar-2020 05:59:59,8,14,2,15,11,11,14,6,9,15,16,16,6,16,16,14,14,14,15,14,14,14,13,12,17,12
24-Mar-2020 06:59:59,8,14,2,14,10,10,15,5,8,14,15,15,6,15,15,13,13,13,14,13,14,14,13,12,16,12
24-Mar-2020 07:59:59,9,15,4,15,11,11,16,8,9,14,16,16,7,16,16,15,13,15,15,16,13,13,14,13,17,13
24-Mar-2020 08:59:59,12,18,14,17,15,15,17,15,16,18,17,19,13,18,18,17,14,17,17,18,15,15,17,16,18,15
24-Mar-2020 09:59:59,16,19,17,20,18,18,18,19,22,20,20,21,18,21,20,18,17,19,20,20,19,19,21,18,20,19
24-Mar-2020 10:59:59,19,22,20,22,21,21,21,23,25,23,22,23,21,23,23,20,20,22,22,21,22,22,23,21,23,22
24-Mar-2020 11:59:59,22,23,22,25,24,24,22,26,28,25,25,25,22,25,25,23,23,24,25,23,25,25,25,24,26,25
24-Mar-2020 12:59:59,24,23,22,27,27,27,24,28,28,28,27,27,22,27,27,24,25,26,28,24,28,28,27,26,27,27
24-Mar-2020 13:59:59,25,24,23,28,28,28,24,29,30,29,29,28,24,28,28,25,27,27,29,25,29,29,27,28,29,29
24-Mar-2020 14:59:59,27,25,23,28,29,29,25,30,31,30,30,29,24,29,29,26,28,28,30,26,30,30,28,28,30,29
24-Mar-2020 15:59:59,27,26,24,29,29,29,26,30,32,31,30,30,25,30,29,26,28,28,31,26,30,30,29,29,31,30
24-Mar-2020 16:59:59,27,26,23,30,29,29,26,30,32,31,30,30,25,30,29,27,28,29,31,26,30,30,29,29,31,30
24-Mar-2020 17:59:59,27,26,22,29,29,29,25,29,31,31,30,30,24,30,29,26,28,28,31,26,30,30,29,29,31,30
24-Mar-2020 18:59:59,25,25,20,28,26,26,24,27,28,30,29,29,22,29,28,25,28,27,29,25,28,28,28,28,30,29
24-Mar-2020 19:59:59,22,22,15,26,24,24,22,25,26,27,27,27,17,27,26,22,26,25,26,21,24,24,26,26,28,26
24-Mar-2020 20:59:59,21,20,12,25,23,23,21,22,24,25,25,25,14,25,25,20,23,24,25,21,23,23,24,25,26,24
24-Mar-2020 21:59:59,19,19,10,24,22,22,20,17,21,24,23,23,15,24,23,19,22,22,24,20,23,23,23,23,24,23
24-Mar-2020 22:59:59,18,18,10,23,20,20,18,14,19,24,23,23,13,23,22,19,21,20,22,17,22,22,22,22,24,21
24-Mar-2020 23:59:59,17,17,8,22,18,18,18,13,18,23,22,22,10,22,21,19,21,20,22,17,22,22,21,21,23,20
25-Mar-2020 00:59:59,15,16,6,20,17,17,17,11,16,21,21,20,10,21,20,17,19,18,21,17,20,20,19,20,22,18
25-Mar-2020 01:59:59,13,15,5,20,15,15,16,9,15,21,19,19,9,19,19,16,18,17,20,15,19,19,18,18,20,17
25-Mar-2020 02:59:59,12,15,19,19,14,14,15,8,13,19,19,18,8,19,19,16,17,16,19,14,18,18,17,17,20,16
25-Mar-2020 03:59:59,11,14,3,17,13,13,15,7,11,17,18,18,8,18,17,16,17,16,18,14,17,17,16,15,19,15
25-Mar-2020 04:59:59,9,13,2,16,12,12,14,6,10,15,17,17,8,17,17,14,15,15,15,13,15,15,15,14,18,14
25-Mar-2020 05:59:59,9,13,1,15,11,11,14,5,9,15,15,16,7,16,16,13,15,15,15,13,14,14,14,13,18,13
25-Mar-2020 06:59:59,7,12,2,15,10,10,13,4,9,15,15,16,6,15,16,13,14,14,15,13,13,13,13,12,17,12
25-Mar-2020 07:59:59,8,14,5,15,11,11,15,7,9,15,15,17,7,16,17,14,13,15,15,14,14,14,15,13,17,12
25-Mar-2020 08:59:59,11,18,14,18,15,15,17,14,16,17,18,19,14,18,19,17,15,17,17,17,16,16,18,16,19,14
25-Mar-2020 09:59:59,16,20,18,20,19,19,19,19,22,21,20,21,19,20,21,19,18,20,20,20,19,19,21,19,21,18
25-Mar-2020 10:59:59,19,21,21,22,22,22,21,22,25,23,23,24,21,23,23,20,21,22,22,21,22,22,23,22,24,21
25-Mar-2020 11:59:59,22,22,21,25,25,25,23,25,28,26,25,26,23,25,25,22,23,24,25,23,25,25,25,25,24,24
25-Mar-2020 12:59:59,24,24,23,26,27,27,24,27,30,28,27,27,24,27,27,24,25,26,27,24,28,28,27,26,28,27
25-Mar-2020 13:59:59,26,25,23,28,28,28,25,29,32,29,29,29,25,29,28,26,27,28,29,25,29,29,28,28,29,29
25-Mar-2020 14:59:59,28,26,23,30,29,29,26,30,33,31,30,26,26,30,30,27,28,29,30,26,30,30,30,29,30,30
25-Mar-2020 15:59:59,29,27,22,30,29,29,26,32,33,31,31,25,25,30,30,27,29,29,31,26,30,30,30,30,31,31
25-Mar-2020 16:59:59,29,27,22,30,28,28,26,31,33,32,31,24,24,30,30,26,29,29,31,27,31,31,31,30,31,31
25-Mar-2020 17:59:59,27,26,20,29,27,27,25,30,31,30,30,22,22,30,30,25,28,28,30,26,29,29,30,29,31,30
25-Mar-2020 18:59:59,25,22,18,27,25,25,24,27,29,28,28,19,19,28,28,23,26,26,28,25,27,27,28,26,28,28
25-Mar-2020 19:59:59,23,20,15,25,24,24,21,24,26,27,26,15,15,26,26,22,24,24,26,22,25,25,26,24,26,26
25-Mar-2020 20:59:59,21,19,13,25,22,22,19,22,24,26,25,12,12,25,24,21,23,23,25,21,24,24,24,23,25,24
25-Mar-2020 21:59:59,19,19,10,24,21,21,19,21,22,25,24,11,11,24,23,21,22,21,24,19,22,22,23,22,24,23
25-Mar-2020 22:59:59,18,19,9,23,19,19,18,19,20,24,23,10,10,23,22,20,22,20,24,18,21,21,21,20,24,21
25-Mar-2020 23:59:59,17,18,9,21,18,18,18,15,18,23,22,10,10,22,21,20,21,20,22,17,20,20,20,19,23,20
26-Mar-2020 00:59:59,15,17,8,20,16,16,17,12,16,22,21,9,9,21,20,18,20,18,21,16,19,19,19,18,22,19
26-Mar-2020 01:59:59,14,16,6,19,15,15,16,11,14,19,20,8,8,20,19,16,19,18,20,16,18,18,18,17,21,18
26-Mar-2020 02:59:59,13,15,18,18,14,14,16,10,13,17,18,7,7,19,19,16,18,17,18,15,17,17,17,16,20,17
26-Mar-2020 03:59:59,11,14,17,17,13,13,15,9,12,17,17,6,6,18,18,15,17,16,17,14,16,16,16,15,19,16
26-Mar-2020 04:59:59,10,13,3,16,11,11,14,8,11,16,17,6,6,17,17,16,16,15,17,13,14,14,15,14,18,15
26-Mar-2020 05:59:59,9,13,2,15,10,10,14,7,10,15,16,6,6,16,16,14,15,14,16,12,14,14,14,13,17,14
26-Mar-2020 06:59:59,8,12,2,15,9,9,14,6,9,14,15,6,6,15,16,12,14,14,14,13,13,13,14,12,17,13
26-Mar-2020 07:59:59,9,13,4,16,11,11,15,9,10,15,16,7,7,16,17,15,14,15,15,14,14,14,15,13,17,13
26-Mar-2020 08:59:59,12,18,12,18,15,15,17,16,16,18,18,13,13,18,19,17,16,18,17,17,15,15,18,16,19,16
26-Mar-2020 09:59:59,17,20,13,20,19,19,18,20,22,21,21,19,19,20,21,19,18,19,20,19,18,18,21,19,21,19
26-Mar-2020 10:59:59,20,21,21,22,22,22,23,23,25,24,23,21,21,23,23,20,21,22,23,21,22,22,23,22,24,22
26-Mar-2020 11:59:59,23,23,22,25,25,25,26,26,28,26,26,22,22,26,26,23,24,24,26,23,25,25,26,24,26,25
26-Mar-2020 12:59:59,25,24,23,27,27,27,28,28,31,29,28,24,24,28,28,25,26,27,28,24,28,28,27,27,28,28
26-Mar-2020 13:59:59,27,26,24,29,29,29,25,29,32,30,29,25,25,29,30,26,28,29,30,26,30,30,29,29,30,29
26-Mar-2020 14:59:59,28,26,24,30,30,30,26,31,33,31,30,25,25,30,30,26,29,29,31,27,32,32,29,30,31,30
26-Mar-2020 15:59:59,28,27,24,30,30,30,26,32,33,31,31,26,26,31,30,27,29,30,31,27,32,32,30,30,32,31
26-Mar-2020 16:59:59,28,27,23,30,29,29,26,32,32,32,31,25,25,30,31,27,29,30,31,27,31,31,30,30,32,31
26-Mar-2020 17:59:59,28,25,21,30,28,28,25,31,32,31,31,24,24,30,30,25,28,28,31,26,29,29,30,29,31,31
26-Mar-2020 18:59:59,25,23,19,27,26,26,24,27,29,29,29,21,21,28,28,24,27,26,29,25,27,27,28,27,29,29
26-Mar-2020 19:59:59,23,21,15,26,23,23,21,25,25,28,27,16,16,26,26,22,25,24,27,21,25,25,26,24,27,27
26-Mar-2020 20:59:59,22,20,13,24,21,21,20,22,22,27,25,12,12,25,24,22,24,23,26,20,24,24,24,22,26,26
26-Mar-2020 21:59:59,20,20,12,23,19,19,19,18,20,25,24,10,10,24,23,21,23,21,25,18,23,23,23,22,25,24
26-Mar-2020 22:59:59,18,19,10,21,19,19,19,16,18,25,23,9,9,23,22,21,23,20,24,17,23,23,21,21,24,23
26-Mar-2020 23:59:59,16,19,10,21,17,17,17,13,17,24,22,8,8,22,21,20,21,18,23,16,22,22,20,22,23,22
27-Mar-2020 00:59:59,14,17,11,21,17,17,17,12,15,23,22,8,8,21,21,19,20,19,22,16,20,20,19,20,22,21
27-Mar-2020 01:59:59,13,17,12,20,15,15,17,11,13,22,20,9,9,20,20,19,19,19,20,16,18,18,18,18,21,18
27-Mar-2020 02:59:59,11,17,11,19,14,14,16,9,12,21,19,8,8,19,19,18,18,19,19,15,18,18,17,17,20,17
27-Mar-2020 03:59:59,10,17,7,18,15,15,16,8,11,19,18,8,8,18,18,17,18,19,18,14,17,17,16,16,19,16
27-Mar-2020 04:59:59,9,16,5,17,13,13,16,7,10,17,17,10,10,17,18,16,18,16,17,14,16,16,16,15,19,15
27-Mar-2020 05:59:59,9,15,4,16,13,13,15,6,10,17,17,8,8,17,18,16,17,15,16,14,14,14,14,14,19,14
27-Mar-2020 06:59:59,9,15,6,16,14,14,15,5,9,16,16,7,7,16,17,16,15,14,16,14,14,14,14,14,18,14
27-Mar-2020 07:59:59,9,15,8,17,14,14,15,9,10,16,17,6,6,17,17,16,14,16,17,15,15,15,15,15,18,14
27-Mar-2020 08:59:59,13,17,15,18,20,20,17,17,17,19,19,13,13,19,19,17,17,18,19,17,17,17,19,17,20,17
27-Mar-2020 09:59:59,18,19,18,20,23,23,18,20,22,22,21,17,17,21,21,19,19,20,21,20,20,20,21,20,22,20
27-Mar-2020 10:59:59,21,21,20,23,25,25,21,23,26,24,24,19,19,23,23,21,21,22,24,21,23,23,24,22,25,22
27-Mar-2020 11:59:59,23,22,21,25,26,26,22,26,28,27,26,21,21,26,26,25,24,24,26,23,27,27,26,25,28,25
27-Mar-2020 12:59:59,25,26,22,28,27,27,25,28,30,30,29,23,23,29,28,26,27,27,29,25,31,31,28,28,30,28
27-Mar-2020 13:59:59,26,26,23,30,29,29,26,29,32,31,30,24,24,30,30,26,28,29,31,26,31,31,29,29,31,29
27-Mar-2020 14:59:59,27,26,22,30,29,29,26,31,32,31,31,25,25,31,30,26,29,29,31,26,30,30,30,29,32,30
27-Mar-2020 15:59:59,27,25,22,29,28,28,26,32,32,31,30,24,24,30,30,25,28,28,31,26,29,29,30,29,31,31
27-Mar-2020 16:59:59,27,25,21,29,27,27,25,31,32,30,30,23,23,29,30,25,28,27,30,26,29,29,29,28,30,30
27-Mar-2020 17:59:59,25,24,20,28,26,26,24,30,30,29,29,21,21,28,29,23,27,27,29,25,27,27,28,27,29,29
27-Mar-2020 18:59:59,23,21,18,26,25,25,22,27,26,28,27,19,19,27,27,22,25,25,27,23,25,25,26,25,27,27
27-Mar-2020 19:59:59,22,20,14,25,23,23,20,24,24,27,26,16,16,25,25,20,24,23,26,21,24,24,25,24,26,26
27-Mar-2020 20:59:59,21,19,12,23,22,22,19,20,22,26,25,12,12,24,23,20,23,22,25,19,22,22,23,22,25,25
27-Mar-2020 21:59:59,20,19,11,22,20,20,19,18,20,24,24,9,9,23,22,19,22,20,24,18,21,21,22,21,24,23
27-Mar-2020 22:59:59,18,17,9,22,20,20,18,19,18,23,23,8,8,22,21,19,21,19,23,18,20,20,21,20,23,22
27-Mar-2020 23:59:59,18,16,7,20,19,19,16,16,17,20,21,8,8,21,21,16,19,18,21,17,19,19,20,18,22,21
28-Mar-2020 00:59:59,16,15,5,19,17,17,16,14,15,20,20,7,7,20,20,15,18,17,20,17,17,17,19,17,21,20
28-Mar-2020 01:59:59,13,15,18,18,17,17,16,12,13,19,19,6,6,19,19,15,17,17,19,16,17,17,18,16,20,19
28-Mar-2020 02:59:59,13,15,4,17,15,15,16,10,12,18,18,6,6,18,18,15,16,16,18,14,16,16,17,15,19,18
28-Mar-2020 03:59:59,11,14,3,17,14,14,15,10,12,17,18,6,6,18,18,15,16,16,17,14,15,15,16,15,18,17
28-Mar-2020 04:59:59,10,14,3,16,12,12,15,9,11,16,17,5,5,17,17,14,16,15,16,14,14,14,16,14,17,16
28-Mar-2020 05:59:59,10,13,3,16,12,12,15,8,11,16,17,5,5,17,17,14,15,14,16,13,14,14,15,13,17,16
28-Mar-2020 06:59:59,10,12,2,15,11,11,14,8,10,15,16,5,5,16,16,13,15,14,15,13,14,14,14,13,17,14
28-Mar-2020 07:59:59,10,14,6,16,12,12,15,10,11,16,17,6,6,16,17,15,15,15,16,15,14,14,16,14,17,15
28-Mar-2020 08:59:59,14,18,13,18,16,16,17,17,17,18,18,13,13,18,19,18,16,17,17,17,16,16,18,16,19,17
