Timestamp,ACO,AJU,BJU,MON,CHO,CUT,FAC,FAR,GAM,HGM,INN,MER,MGH,MPA,NEZ,PED,SAG,SFE,SS1,TAH,TLA,UAX,UIZ,VIF
15-Aug-2020 18:59:59,15,19,19,20,17,17,18,21,20,19,13,19,19,19,19,17,21,16,19,18,18,18,21,19
15-Aug-2020 19:59:59,14,17,17,19,16,16,17,20,18,17,11,18,16,18,18,16,19,14,18,17,17,16,19,18
15-Aug-2020 20:59:59,13,15,15,18,16,16,15,18,17,15,11,16,15,16,16,13,17,12,17,16,16,14,17,16
15-Aug-2020 21:59:59,13,15,15,17,15,15,14,17,15,15,10,15,14,15,15,13,17,12,15,15,15,14,17,15
15-Aug-2020 22:59:59,13,15,15,16,14,14,14,17,16,15,10,15,15,15,15,14,17,12,14,15,14,14,17,15
15-Aug-2020 23:59:59,13,15,15,15,13,13,14,17,15,15,10,15,15,14,14,14,17,13,14,15,14,14,17,15
16-Aug-2020 00:59:59,12,15,15,15,13,13,14,16,15,15,10,15,14,14,14,14,16,13,14,15,14,14,16,15
16-Aug-2020 01:59:59,12,15,15,15,13,13,13,16,15,15,10,15,14,14,14,14,16,12,14,15,14,14,16,15
16-Aug-2020 02:59:59,12,15,15,15,13,13,12,16,15,15,9,15,14,14,14,14,16,12,14,14,14,14,16,15
16-Aug-2020 03:59:59,12,15,15,14,13,13,12,16,15,14,9,14,14,14,14,14,16,12,13,14,14,13,16,14
16-Aug-2020 04:59:59,11,14,14,13,14,14,12,15,15,14,8,15,14,13,13,14,16,12,14,14,14,13,16,15
16-Aug-2020 05:59:59,11,15,15,13,14,14,12,15,15,15,8,15,14,13,13,14,16,12,14,14,14,14,16,14
16-Aug-2020 06:59:59,10,15,15,13,13,13,12,15,15,15,8,15,14,13,13,13,16,12,14,14,14,13,16,14
16-Aug-2020 07:59:59,11,15,15,14,14,14,13,16,16,15,10,15,15,14,14,14,16,13,14,14,14,13,17,14
16-Aug-2020 08:59:59,13,16,16,16,15,15,16,17,16,16,13,16,16,14,14,15,17,14,15,15,15,15,17,15
16-Aug-2020 09:59:59,15,17,17,18,17,17,19,18,18,18,14,17,16,16,16,17,18,15,16,17,17,16,18,17
16-Aug-2020 10:59:59,16,19,19,19,19,19,22,20,20,19,15,19,18,17,17,18,20,16,18,19,18,17,20,18
16-Aug-2020 11:59:59,18,20,20,21,20,20,23,22,21,20,17,21,20,19,19,19,21,18,20,20,20,19,21,20
16-Aug-2020 12:59:59,19,22,22,22,21,21,25,23,22,22,18,22,21,20,20,21,22,18,21,22,21,20,23,22
16-Aug-2020 13:59:59,21,22,22,23,23,23,26,24,23,23,18,23,22,21,21,22,24,19,22,23,22,21,24,23
16-Aug-2020 14:59:59,21,22,22,24,24,24,24,22,22,23,18,23,23,22,22,22,23,19,22,22,22,22,24,25
16-Aug-2020 15:59:59,19,24,24,25,22,22,20,25,23,24,18,24,23,23,23,23,23,20,22,20,20,23,26,22
16-Aug-2020 16:59:59,21,24,24,25,21,21,22,25,24,23,18,24,22,23,23,23,25,20,23,21,21,22,25,22
16-Aug-2020 17:59:59,20,23,23,23,21,21,20,25,23,21,16,23,21,22,22,22,24,19,21,19,19,22,24,23
16-Aug-2020 18:59:59,18,20,20,21,18,18,18,23,20,20,14,20,20,21,21,20,23,17,19,18,18,21,23,21
16-Aug-2020 19:59:59,16,19,19,20,17,17,17,21,19,19,13,19,18,19,19,18,21,16,19,18,18,19,21,19
16-Aug-2020 20:59:59,15,18,18,19,17,17,17,20,19,18,13,19,18,18,18,18,19,16,19,18,18,18,20,18
16-Aug-2020 21:59:59,15,18,18,17,16,16,16,19,18,18,12,18,17,18,18,17,19,15,18,18,17,17,19,17
16-Aug-2020 22:59:59,14,17,17,16,16,16,16,19,18,17,12,18,17,16,16,16,18,14,17,17,16,17,19,17
16-Aug-2020 23:59:59,13,17,17,15,15,15,15,18,17,16,11,17,16,16,16,16,18,14,16,16,16,16,18,16
17-Aug-2020 00:59:59,13,16,16,14,14,14,14,18,17,16,10,16,15,16,16,15,17,13,16,16,15,15,17,15
17-Aug-2020 01:59:59,12,16,16,14,13,13,14,17,16,15,10,16,15,15,15,15,17,13,15,16,14,15,17,14
17-Aug-2020 02:59:59,12,15,15,13,13,13,13,17,15,15,10,15,14,14,14,14,16,13,15,15,14,15,16,14
17-Aug-2020 03:59:59,11,15,15,13,12,12,13,15,15,15,8,15,14,14,14,14,16,12,14,14,13,14,16,13
17-Aug-2020 04:59:59,10,15,15,12,12,12,12,14,14,14,7,14,14,13,13,13,15,11,14,14,13,14,16,13
17-Aug-2020 05:59:59,9,14,14,11,11,11,11,14,14,14,7,14,13,12,12,13,15,12,14,13,13,13,15,13
17-Aug-2020 06:59:59,9,14,14,11,11,11,10,14,14,14,6,14,13,12,12,13,15,11,14,13,13,13,15,13
17-Aug-2020 07:59:59,11,15,15,14,14,14,11,15,15,15,8,15,14,13,13,14,16,12,14,14,14,13,16,14
17-Aug-2020 08:59:59,13,16,16,16,16,16,15,17,17,16,12,16,15,14,14,15,17,13,16,15,15,15,17,15
17-Aug-2020 09:59:59,14,17,17,18,17,17,18,19,18,18,14,18,17,16,16,16,18,15,17,17,17,16,19,17
17-Aug-2020 10:59:59,16,19,19,20,19,19,21,20,20,19,16,20,19,17,17,18,20,17,19,19,18,18,20,19
17-Aug-2020 11:59:59,18,21,21,21,20,20,24,22,21,21,18,21,21,19,19,20,22,18,20,20,20,20,22,21
17-Aug-2020 12:59:59,20,22,22,23,22,22,25,23,23,23,18,22,22,21,21,22,23,19,22,22,21,21,23,23
17-Aug-2020 13:59:59,22,23,23,24,23,23,26,25,24,23,19,24,23,22,22,22,25,20,24,23,22,23,24,24
17-Aug-2020 14:59:59,21,23,23,23,23,23,26,25,24,23,18,24,23,22,22,21,25,20,24,19,24,20,23,24
17-Aug-2020 15:59:59,19,17,17,21,17,17,23,20,21,19,17,19,20,17,17,16,16,16,21,19,21,16,19,23
17-Aug-2020 16:59:59,17,18,18,23,18,18,17,21,18,17,14,18,18,18,18,17,21,16,16,20,16,18,19,21
17-Aug-2020 17:59:59,14,18,18,21,16,16,15,21,19,17,14,18,17,18,18,18,21,16,16,20,16,18,19,19
17-Aug-2020 18:59:59,14,17,17,17,15,15,15,19,19,17,13,18,17,17,17,17,19,15,17,18,15,17,19,18
17-Aug-2020 19:59:59,14,17,17,16,16,16,15,17,17,17,12,17,17,16,16,16,16,14,16,18,16,17,18,18
17-Aug-2020 20:59:59,14,16,16,16,16,16,15,16,16,16,11,15,16,15,15,16,17,13,15,17,15,16,17,16
17-Aug-2020 21:59:59,14,16,16,15,14,14,15,16,15,16,11,15,16,13,13,15,17,13,15,15,14,14,16,16
17-Aug-2020 22:59:59,13,15,15,15,14,14,14,16,15,15,11,15,15,13,13,15,16,13,14,15,14,14,15,16
17-Aug-2020 23:59:59,13,16,16,15,14,14,14,16,15,15,10,15,16,14,14,15,16,13,14,15,14,14,16,16
18-Aug-2020 00:59:59,12,15,15,14,14,14,14,16,15,15,10,15,15,14,14,14,16,13,14,15,14,14,16,15
18-Aug-2020 01:59:59,12,15,15,14,13,13,14,16,15,15,10,15,15,14,14,14,15,12,14,15,14,14,16,15
18-Aug-2020 02:59:59,11,15,15,14,12,12,14,16,15,15,10,14,15,14,14,14,15,12,14,15,14,14,16,14
18-Aug-2020 03:59:59,11,15,15,14,12,12,13,16,15,15,10,15,15,14,14,14,15,13,14,14,14,14,16,14
18-Aug-2020 04:59:59,11,15,15,14,13,13,13,15,15,15,10,15,15,13,13,14,15,12,14,14,14,14,16,14
18-Aug-2020 05:59:59,11,15,15,14,12,12,12,15,15,14,8,15,14,13,13,14,15,12,14,15,13,14,16,13
18-Aug-2020 06:59:59,10,15,15,13,13,13,13,15,15,15,8,14,14,12,12,14,15,12,14,15,13,13,15,13
18-Aug-2020 07:59:59,11,15,15,14,13,13,13,16,15,15,9,15,14,13,13,14,16,12,15,14,14,14,16,13
18-Aug-2020 08:59:59,13,16,16,16,16,16,15,17,16,16,10,15,15,14,14,16,17,13,15,16,15,15,17,15
18-Aug-2020 09:59:59,14,17,17,18,17,17,18,18,17,17,13,17,17,16,16,17,18,15,16,17,16,16,18,17
18-Aug-2020 10:59:59,16,19,19,20,18,18,20,20,19,19,14,18,19,17,17,18,20,16,18,18,18,18,20,18
18-Aug-2020 11:59:59,17,20,20,20,20,20,23,21,20,20,14,19,20,18,18,19,21,16,20,20,19,19,21,20
18-Aug-2020 12:59:59,19,21,21,22,21,21,23,22,22,22,14,21,21,20,20,21,22,21,21,21,20,20,22,21
18-Aug-2020 13:59:59,20,22,22,24,22,22,24,24,23,23,16,22,22,21,21,22,24,22,22,22,22,22,24,23
18-Aug-2020 14:59:59,21,23,23,25,23,23,26,25,24,24,16,23,23,22,22,22,25,19,24,24,23,23,25,24
18-Aug-2020 15:59:59,22,24,24,26,24,24,25,26,25,24,17,24,24,23,23,23,25,20,24,23,23,23,25,25
18-Aug-2020 16:59:59,22,24,24,25,22,22,26,25,25,25,16,24,24,23,23,23,25,20,24,23,24,22,26,23
18-Aug-2020 17:59:59,20,23,23,23,21,21,23,24,23,23,14,23,23,22,22,22,23,20,22,22,21,22,24,22
18-Aug-2020 18:59:59,19,18,18,22,20,20,21,23,22,20,14,22,20,20,20,17,23,17,22,21,21,19,20,22
18-Aug-2020 19:59:59,17,17,17,20,19,19,20,21,21,18,12,20,18,19,19,15,21,14,21,19,20,16,18,20
18-Aug-2020 20:59:59,16,16,16,20,18,18,19,21,20,17,11,18,16,17,17,15,21,13,19,18,19,16,18,19
18-Aug-2020 21:59:59,15,16,16,18,18,18,17,20,19,17,10,18,17,17,17,15,20,13,18,18,18,16,18,18
18-Aug-2020 22:59:59,15,16,16,17,17,17,18,20,19,17,10,17,17,17,17,15,19,14,18,17,17,15,17,17
18-Aug-2020 23:59:59,14,16,16,17,17,17,17,19,18,16,10,17,16,16,16,15,18,14,17,17,17,15,17,17
19-Aug-2020 00:59:59,14,16,16,16,16,16,16,18,18,17,10,17,16,16,16,15,18,13,17,17,16,15,17,16
19-Aug-2020 01:59:59,13,16,16,15,16,16,16,18,17,17,10,17,16,16,16,15,18,13,17,16,16,15,17,16
19-Aug-2020 02:59:59,13,16,16,15,15,15,16,17,17,16,9,17,16,15,15,15,17,13,17,16,16,15,18,16
19-Aug-2020 03:59:59,13,16,16,14,15,15,16,18,17,16,9,17,16,15,15,15,17,13,16,16,15,15,17,15
19-Aug-2020 04:59:59,12,16,16,13,15,15,15,18,17,16,10,16,16,14,14,15,17,13,16,15,15,15,17,15
19-Aug-2020 05:59:59,11,16,16,13,15,15,14,17,17,16,10,16,15,14,14,15,17,13,16,15,15,14,17,15
19-Aug-2020 06:59:59,11,16,16,14,14,14,14,16,16,16,10,16,15,14,14,15,17,13,16,15,15,14,17,15
19-Aug-2020 07:59:59,11,16,16,15,15,15,15,16,16,16,10,16,16,14,14,15,17,13,16,15,15,14,17,15
19-Aug-2020 08:59:59,13,16,16,17,16,16,17,18,17,16,12,16,16,14,14,15,18,14,17,16,16,15,17,16
19-Aug-2020 09:59:59,15,17,17,19,18,18,19,19,18,18,13,17,17,16,16,16,19,14,17,17,18,16,18,18
19-Aug-2020 10:59:59,17,19,19,21,19,19,20,20,20,19,15,19,19,18,18,18,20,16,19,18,19,17,20,19
19-Aug-2020 11:59:59,18,21,21,21,20,20,23,22,22,21,15,21,21,20,20,20,22,17,20,21,20,20,22,21
19-Aug-2020 12:59:59,19,22,22,23,21,21,26,23,23,22,17,22,22,21,21,21,23,18,22,22,21,21,23,22
19-Aug-2020 13:59:59,20,23,23,23,23,23,26,24,24,23,16,24,23,22,22,22,23,20,24,22,23,23,25,23
19-Aug-2020 14:59:59,17,23,23,23,24,24,26,24,25,24,17,24,24,23,23,23,23,20,24,22,23,23,25,24
19-Aug-2020 15:59:59,14,23,23,22,23,23,25,22,22,22,16,23,23,22,22,22,19,20,22,23,23,22,24,24
19-Aug-2020 16:59:59,16,20,20,20,23,23,21,21,21,20,14,21,19,20,20,18,20,16,20,22,22,20,22,23
19-Aug-2020 17:59:59,18,20,20,23,21,21,20,22,21,20,11,21,18,20,20,17,21,14,20,21,20,19,22,22
19-Aug-2020 18:59:59,17,19,19,21,20,20,18,22,21,19,11,20,17,20,20,17,21,14,20,20,19,18,21,21
19-Aug-2020 19:59:59,16,19,19,20,18,18,18,21,20,18,11,19,17,19,19,17,20,15,19,19,19,18,21,20
19-Aug-2020 20:59:59,16,19,19,19,18,18,18,20,20,18,11,19,17,18,18,17,20,15,19,19,18,18,21,19
19-Aug-2020 21:59:59,15,19,19,18,17,17,18,20,19,18,11,19,17,18,18,17,19,15,19,19,18,18,20,18
19-Aug-2020 22:59:59,15,18,18,18,16,16,17,19,19,18,11,18,17,17,17,17,19,15,18,18,17,18,20,18
19-Aug-2020 23:59:59,15,18,18,17,16,16,17,19,18,17,11,18,17,17,17,17,19,14,18,18,17,17,19,17
20-Aug-2020 00:59:59,15,17,17,16,16,16,17,19,18,17,11,18,16,16,16,16,18,14,17,17,16,17,19,17
20-Aug-2020 01:59:59,14,17,17,16,15,15,16,19,18,17,11,17,16,16,16,16,18,14,17,16,16,17,18,17
20-Aug-2020 02:59:59,14,16,16,16,14,14,15,18,17,16,10,17,16,16,16,16,17,13,16,15,16,16,18,16
20-Aug-2020 03:59:59,13,16,16,16,14,14,13,17,17,16,9,17,16,16,16,15,17,13,16,15,16,15,18,16
20-Aug-2020 04:59:59,13,17,17,16,14,14,13,17,17,17,9,17,16,15,15,15,17,13,16,15,15,15,18,16
20-Aug-2020 05:59:59,13,17,17,16,15,15,14,17,17,17,9,17,16,15,15,16,17,13,16,15,15,15,18,15
20-Aug-2020 06:59:59,13,16,16,15,15,15,15,17,17,16,9,16,15,15,15,15,17,13,16,15,15,15,17,15
20-Aug-2020 07:59:59,13,15,15,16,15,15,15,17,17,15,10,16,15,15,15,14,17,13,16,15,15,15,18,16
20-Aug-2020 08:59:59,14,15,15,17,17,17,16,18,17,15,12,16,16,15,15,14,18,14,17,17,16,15,18,17
20-Aug-2020 09:59:59,16,16,16,18,18,18,20,20,19,16,15,17,17,17,17,15,19,15,18,17,18,14,18,18
20-Aug-2020 10:59:59,17,18,18,21,19,19,22,21,20,19,16,19,19,18,18,17,20,17,19,18,19,16,20,20
20-Aug-2020 11:59:59,18,21,21,22,21,21,24,22,22,21,17,21,21,20,20,19,22,17,21,20,20,19,22,21
20-Aug-2020 12:59:59,20,22,22,24,22,22,26,24,23,23,17,22,21,21,21,21,23,18,22,22,22,21,24,23
20-Aug-2020 13:59:59,21,23,23,25,23,23,24,24,23,23,15,23,22,22,22,21,24,19,23,23,23,22,25,24
20-Aug-2020 14:59:59,21,23,23,26,24,24,23,24,24,23,17,23,22,22,22,22,25,19,23,23,23,22,25,24
20-Aug-2020 15:59:59,21,23,23,27,25,25,25,26,25,23,19,24,23,23,23,22,26,20,25,23,23,23,25,24
20-Aug-2020 16:59:59,22,23,23,23,25,25,25,25,24,24,18,24,23,22,22,22,25,20,24,22,23,23,25,24
20-Aug-2020 17:59:59,20,23,23,21,23,23,23,23,23,23,16,23,23,19,19,22,25,20,24,21,23,19,20,23
20-Aug-2020 18:59:59,17,20,20,20,21,21,22,21,21,20,15,21,21,19,19,18,21,19,21,16,21,15,20,21
20-Aug-2020 19:59:59,16,18,18,19,19,19,18,19,18,19,13,19,19,18,18,17,20,16,18,17,19,16,19,20
20-Aug-2020 20:59:59,16,18,18,19,19,19,16,20,19,18,12,19,17,17,17,15,20,14,18,17,17,17,20,20
20-Aug-2020 21:59:59,15,17,17,19,18,18,16,20,18,17,12,18,16,17,17,15,19,14,18,17,17,16,19,19
20-Aug-2020 22:59:59,15,18,18,18,16,16,16,19,18,17,11,18,17,17,17,16,19,14,18,17,17,17,19,19
20-Aug-2020 23:59:59,15,17,17,18,16,16,15,19,18,17,11,18,17,16,16,16,18,14,18,17,17,16,19,18
21-Aug-2020 00:59:59,14,17,17,17,15,15,15,18,18,17,11,18,17,16,16,15,18,14,18,16,16,16,18,17
21-Aug-2020 01:59:59,14,17,17,16,13,13,14,18,17,17,12,18,16,15,15,16,18,14,17,16,16,15,18,16
21-Aug-2020 02:59:59,13,17,17,15,13,13,14,17,17,17,11,17,16,15,15,16,17,14,17,15,16,15,18,16
21-Aug-2020 03:59:59,12,16,16,15,12,12,13,17,16,16,11,17,16,15,15,15,17,14,16,15,15,14,17,15
21-Aug-2020 04:59:59,12,16,16,15,12,12,12,17,17,16,10,17,16,14,14,14,17,13,16,14,15,13,17,15
21-Aug-2020 05:59:59,12,16,16,14,12,12,13,17,16,16,9,17,15,14,14,14,17,13,16,14,15,13,17,15
21-Aug-2020 06:59:59,11,16,16,14,14,14,13,16,16,16,9,16,15,14,14,14,16,12,16,14,14,14,17,15
21-Aug-2020 07:59:59,11,16,16,15,15,15,14,17,16,16,10,16,15,15,15,15,16,13,16,15,15,14,17,15
21-Aug-2020 08:59:59,14,17,17,17,17,17,16,18,17,18,13,17,16,16,16,16,18,15,17,16,16,16,19,17
21-Aug-2020 09:59:59,16,18,18,20,19,19,20,20,18,19,16,19,19,17,17,18,19,16,18,18,17,18,19,19
21-Aug-2020 10:59:59,17,21,21,21,21,21,23,21,21,20,17,21,20,19,19,19,21,18,20,20,19,19,22,20
21-Aug-2020 11:59:59,19,22,22,23,22,22,24,23,22,22,17,22,22,20,20,21,23,19,21,21,21,21,23,22
21-Aug-2020 12:59:59,21,23,23,24,24,24,26,24,24,24,18,24,23,22,22,22,24,20,23,22,23,21,24,24
21-Aug-2020 13:59:59,22,24,24,25,24,24,27,26,25,25,19,25,24,23,23,23,25,21,23,23,24,23,25,25
21-Aug-2020 14:59:59,23,25,25,27,25,25,27,27,25,25,20,25,25,24,24,24,27,21,25,24,25,24,27,26
21-Aug-2020 15:59:59,23,25,25,26,26,26,28,28,26,26,20,26,26,25,25,24,27,22,27,24,26,24,27,26
21-Aug-2020 16:59:59,23,25,25,25,26,26,28,28,26,26,20,26,26,25,25,24,28,22,27,24,26,24,27,26
21-Aug-2020 17:59:59,23,26,26,25,25,25,26,27,27,26,19,26,25,24,24,24,27,22,26,24,25,23,26,26
21-Aug-2020 18:59:59,21,25,25,24,24,24,24,27,25,25,17,25,25,24,24,23,26,21,25,23,24,22,26,25
21-Aug-2020 19:59:59,19,24,24,20,21,21,23,24,23,23,13,23,23,22,22,22,23,20,23,21,23,22,24,23
21-Aug-2020 20:59:59,18,21,21,20,20,20,21,22,22,21,12,22,22,20,20,21,22,19,22,19,21,20,22,21
21-Aug-2020 21:59:59,17,21,21,18,17,17,20,21,21,20,13,21,21,19,19,20,21,18,21,18,20,18,21,20
21-Aug-2020 22:59:59,16,20,20,17,14,14,19,21,20,20,12,20,20,18,18,19,21,17,20,18,19,18,21,19
21-Aug-2020 23:59:59,15,20,20,15,14,14,18,20,20,20,11,19,19,18,18,18,20,15,19,18,18,16,20,18
22-Aug-2020 00:59:59,14,19,19,14,13,13,17,20,19,19,11,19,18,17,17,17,19,15,18,17,18,16,19,18
22-Aug-2020 01:59:59,12,18,18,13,12,12,15,19,18,18,10,18,18,16,16,16,19,14,17,17,17,16,19,17
22-Aug-2020 02:59:59,12,18,18,13,12,12,13,17,18,17,9,18,17,15,15,15,18,13,17,15,16,15,18,16
22-Aug-2020 03:59:59,12,16,16,12,11,11,12,16,17,17,8,17,17,15,15,15,17,13,16,15,15,15,17,16
22-Aug-2020 04:59:59,11,16,16,12,11,11,12,15,16,16,7,16,16,14,14,14,17,12,16,14,15,13,17,15
22-Aug-2020 05:59:59,10,15,15,11,10,10,11,14,15,16,7,15,16,14,14,14,16,12,15,13,15,13,17,14
22-Aug-2020 06:59:59,9,15,15,11,10,10,11,15,15,16,7,15,15,13,13,14,16,12,15,14,14,13,17,13
22-Aug-2020 07:59:59,11,16,16,12,13,13,12,15,16,16,8,16,16,13,13,15,16,14,16,14,15,14,17,14
22-Aug-2020 08:59:59,13,17,17,16,17,17,16,18,18,18,12,18,17,15,15,17,18,15,17,16,17,16,19,16
22-Aug-2020 09:59:59,15,19,19,18,18,18,20,20,19,20,16,19,19,17,17,18,20,16,19,18,19,18,20,18
22-Aug-2020 10:59:59,17,21,21,21,20,20,23,22,21,21,17,21,21,19,19,20,21,18,21,20,20,20,22,20
22-Aug-2020 11:59:59,19,22,22,22,22,22,25,23,23,22,17,22,22,20,20,21,23,19,22,22,22,21,24,22
22-Aug-2020 12:59:59,20,23,23,24,23,23,26,25,24,24,18,24,23,22,22,22,24,20,23,23,23,23,25,23
22-Aug-2020 13:59:59,22,24,24,26,24,24,26,26,25,24,19,25,24,23,23,24,26,21,25,24,24,24,26,24
22-Aug-2020 14:59:59,22,25,25,27,25,25,26,26,26,25,19,25,25,24,24,24,27,21,25,25,24,24,27,25
22-Aug-2020 15:59:59,23,25,25,27,25,25,27,27,26,25,20,26,25,24,24,24,27,21,25,25,25,24,27,26
22-Aug-2020 16:59:59,23,26,26,28,25,25,26,27,26,25,19,26,25,24,24,24,27,21,26,25,25,24,27,26
22-Aug-2020 17:59:59,22,25,25,26,25,25,25,27,26,25,17,25,24,24,24,24,27,21,25,24,25,24,27,25
22-Aug-2020 18:59:59,20,24,24,24,23,23,24,25,25,24,16,24,24,23,23,23,25,20,24,23,24,23,26,24
22-Aug-2020 19:59:59,18,23,23,21,20,20,22,23,22,23,14,23,23,21,21,22,22,20,23,22,22,21,24,22
22-Aug-2020 20:59:59,16,21,21,20,19,19,20,21,20,20,13,20,21,19,19,20,21,18,20,20,20,19,21,20
22-Aug-2020 21:59:59,15,20,20,18,17,17,19,20,19,19,13,19,19,18,18,19,20,17,19,19,19,19,20,19
22-Aug-2020 22:59:59,14,19,19,17,15,15,18,20,19,19,12,19,19,17,17,18,19,16,19,19,18,18,20,18
22-Aug-2020 23:59:59,14,19,19,16,13,13,17,19,18,18,11,18,18,17,17,18,19,15,18,18,17,17,19,17
23-Aug-2020 00:59:59,13,18,18,15,12,12,16,19,18,18,11,18,17,16,16,17,18,15,17,18,16,17,19,16
23-Aug-2020 01:59:59,12,17,17,14,12,12,16,18,17,17,9,17,16,16,16,16,18,14,17,17,16,17,19,16
23-Aug-2020 02:59:59,12,17,17,13,11,11,15,18,17,17,9,17,16,15,15,16,18,14,16,17,15,16,18,15
23-Aug-2020 03:59:59,11,17,17,12,11,11,14,16,16,16,8,16,16,15,15,16,17,13,16,16,15,16,18,15
23-Aug-2020 04:59:59,10,16,16,12,11,11,14,16,16,16,8,16,15,14,14,15,16,13,15,15,15,15,17,14
23-Aug-2020 05:59:59,10,16,16,11,11,11,14,16,16,16,9,16,15,13,13,15,15,13,15,15,14,15,16,14
23-Aug-2020 06:59:59,9,16,16,12,11,11,14,16,16,15,9,16,15,13,13,15,15,13,15,15,14,14,17,13
23-Aug-2020 07:59:59,11,16,16,14,13,13,14,16,16,15,10,16,15,13,13,15,16,13,15,15,14,14,17,14
23-Aug-2020 08:59:59,12,16,16,16,16,16,16,18,17,16,11,17,16,15,15,15,18,13,16,15,15,15,18,15
23-Aug-2020 09:59:59,15,17,17,18,18,18,17,20,19,18,13,18,17,17,17,16,19,14,17,17,17,16,19,17
23-Aug-2020 10:59:59,17,19,19,20,19,19,20,21,20,19,15,19,19,18,18,18,20,15,19,19,18,18,20,19
23-Aug-2020 11:59:59,18,20,20,22,21,21,23,22,21,21,16,22,20,19,19,20,22,17,21,20,20,19,21,21
23-Aug-2020 12:59:59,20,22,22,24,22,22,25,24,23,22,17,22,22,21,21,21,24,18,22,22,22,21,23,22
23-Aug-2020 13:59:59,21,23,23,25,23,23,25,25,24,24,18,24,23,22,22,22,25,19,24,23,23,22,25,23
23-Aug-2020 14:59:59,22,24,24,26,24,24,26,26,25,24,19,24,24,23,23,23,26,20,25,24,23,24,26,24
23-Aug-2020 15:59:59,23,24,24,27,24,24,26,26,25,25,18,25,24,24,24,24,27,20,25,25,24,24,26,24
23-Aug-2020 16:59:59,22,24,24,27,23,23,25,26,25,24,18,25,24,24,24,23,26,21,25,25,24,24,26,24
23-Aug-2020 17:59:59,21,24,24,26,22,22,24,25,24,24,17,24,23,22,22,23,25,20,24,24,23,23,26,23
23-Aug-2020 18:59:59,18,23,23,23,21,21,22,23,23,22,15,23,22,21,21,22,23,19,22,22,21,22,24,21
23-Aug-2020 19:59:59,16,21,21,20,19,19,20,21,21,21,14,21,21,19,19,20,21,18,21,20,20,20,22,20
23-Aug-2020 20:59:59,15,20,20,18,18,18,19,20,19,19,13,20,19,17,17,19,20,17,20,19,18,18,20,19
23-Aug-2020 21:59:59,14,19,19,17,16,16,18,19,18,19,11,19,18,17,17,18,19,16,19,18,18,17,20,18
23-Aug-2020 22:59:59,14,18,18,16,15,15,17,19,18,18,11,18,18,16,16,17,19,15,18,18,17,17,19,17
23-Aug-2020 23:59:59,13,17,17,16,14,14,16,18,17,17,11,17,17,16,16,16,18,14,17,17,16,17,19,16
24-Aug-2020 00:59:59,13,17,17,15,13,13,15,18,17,16,10,17,16,15,15,15,17,13,16,17,15,16,18,16
24-Aug-2020 01:59:59,12,16,16,14,12,12,14,17,16,16,9,16,15,15,15,15,17,13,16,16,15,16,18,15
24-Aug-2020 02:59:59,13,16,16,15,12,12,14,17,16,16,9,16,15,15,15,15,17,13,16,16,15,15,17,15
24-Aug-2020 03:59:59,13,16,16,15,13,13,15,17,16,16,10,16,15,15,15,15,17,13,16,16,15,15,17,15
24-Aug-2020 04:59:59,13,16,16,15,13,13,15,17,16,16,10,16,16,15,15,15,17,13,16,16,15,15,17,15
24-Aug-2020 05:59:59,13,16,16,15,14,14,15,17,16,16,10,16,16,14,14,15,17,13,16,16,15,15,17,15
24-Aug-2020 06:59:59,16,16,16,15,14,14,15,17,16,15,10,16,15,14,14,15,17,13,16,15,15,15,17,15
24-Aug-2020 07:59:59,16,16,16,16,15,15,15,17,16,16,10,16,15,15,15,15,17,13,16,16,15,15,18,15
24-Aug-2020 08:59:59,16,16,16,17,16,16,17,18,17,17,10,17,16,15,15,15,17,14,17,16,16,15,18,16
24-Aug-2020 09:59:59,18,18,18,18,18,18,19,19,18,18,13,18,18,16,16,17,18,15,18,18,18,16,19,17
24-Aug-2020 10:59:59,19,19,19,20,19,19,21,20,20,20,15,20,19,17,17,18,20,16,19,19,19,18,20,20
24-Aug-2020 11:59:59,21,21,21,21,21,21,23,22,22,21,17,21,21,19,19,20,22,17,21,20,20,20,22,21
24-Aug-2020 12:59:59,22,22,22,22,22,22,24,23,22,22,17,22,22,20,20,21,23,18,22,21,21,21,23,22
24-Aug-2020 13:59:59,22,22,22,21,22,22,23,23,22,22,17,22,22,20,20,21,23,19,22,22,21,21,23,22
24-Aug-2020 14:59:59,19,19,19,21,21,21,20,20,19,19,16,19,19,19,19,19,21,17,20,22,20,20,21,21
24-Aug-2020 15:59:59,18,18,18,20,21,21,19,21,20,19,14,19,17,19,19,18,20,15,19,21,20,19,22,22
24-Aug-2020 16:59:59,19,19,19,18,21,21,18,19,19,19,13,20,18,18,18,19,19,15,19,20,19,19,22,22
24-Aug-2020 17:59:59,18,18,18,17,20,20,19,18,17,17,13,17,17,16,16,18,17,15,17,19,18,19,20,18
24-Aug-2020 18:59:59,18,18,18,17,19,19,17,18,17,17,12,17,17,16,16,17,18,15,16,18,17,17,19,17
24-Aug-2020 19:59:59,17,17,17,17,19,19,16,18,17,17,12,17,17,16,16,16,18,14,16,17,16,17,18,19
24-Aug-2020 20:59:59,17,17,17,17,18,18,16,19,18,17,11,17,16,16,16,16,19,14,17,17,17,17,18,18
24-Aug-2020 21:59:59,17,17,17,17,16,16,16,18,17,17,17,17,16,16,16,16,18,14,16,17,16,17,18,17
