Timestamp,ACO,AJM,AJU,BJU,MON,CHO,CUA,CUT,FAC,GAM,HGM,INN,MER,MGH,MPA,NEZ,PED,SAG,SFE,SS1,TAH,TLA,UAX,UIZ,VIF
14-Jan-2020 10:59:59,16,14,14,16,17,15,14,16,18,17,17,13,17,17,14,14,15,16,14,17,15,17,15,17,15
14-Jan-2020 11:59:59,19,15,16,18,20,18,15,18,21,18,19,15,19,19,15,17,16,19,16,19,18,19,18,19,18
14-Jan-2020 12:59:59,21,16,17,20,22,21,16,20,22,20,20,17,21,20,18,19,19,21,17,21,20,20,20,21,20
14-Jan-2020 13:59:59,22,18,17,22,23,23,18,22,24,22,22,19,22,22,20,21,21,23,19,23,23,22,22,24,23
14-Jan-2020 14:59:59,23,20,17,23,24,23,19,24,26,24,23,19,24,24,21,22,23,24,20,25,24,23,23,25,24
14-Jan-2020 15:59:59,24,20,17,24,25,23,20,25,26,24,24,17,24,25,21,22,23,25,21,25,24,24,24,25,24
14-Jan-2020 16:59:59,24,20,16,24,24,22,20,25,26,24,24,17,24,24,20,22,23,25,21,25,23,24,23,25,24
14-Jan-2020 17:59:59,23,19,15,23,22,21,19,23,25,23,23,17,23,23,19,21,22,24,20,24,22,23,22,24,24
14-Jan-2020 18:59:59,20,16,12,21,20,19,18,20,22,22,21,14,22,22,16,20,20,22,18,22,20,21,20,22,22
14-Jan-2020 19:59:59,19,14,10,20,19,18,16,18,19,21,20,10,20,20,15,19,18,21,16,21,19,20,18,21,20
14-Jan-2020 20:59:59,19,14,8,19,18,16,15,17,18,20,19,8,20,19,15,18,17,20,16,20,17,19,17,20,19
14-Jan-2020 21:59:59,17,14,7,19,17,15,15,16,17,19,18,8,19,18,14,17,17,19,15,19,16,17,16,19,17
14-Jan-2020 22:59:59,16,13,5,18,14,14,14,15,16,18,18,8,18,17,14,17,16,18,14,18,16,16,16,18,16
14-Jan-2020 23:59:59,15,13,4,17,13,13,13,12,15,17,17,7,17,17,13,16,15,18,13,17,15,15,16,17,15
15-Jan-2020 00:59:59,13,12,4,16,12,12,13,10,13,16,16,6,16,16,12,15,14,17,12,16,14,15,14,17,14
15-Jan-2020 01:59:59,13,12,2,15,11,11,12,9,11,15,16,6,16,15,11,14,14,16,12,16,13,15,12,16,14
15-Jan-2020 02:59:59,12,11,3,14,10,10,12,8,10,14,15,5,14,15,11,13,13,14,11,14,12,14,12,15,14
15-Jan-2020 03:59:59,10,10,1,13,9,9,11,7,9,13,14,5,14,14,10,13,12,13,11,13,12,13,11,15,13
15-Jan-2020 04:59:59,9,10,1,13,8,8,11,7,8,13,13,5,13,13,9,12,12,13,10,13,10,12,10,14,11
15-Jan-2020 05:59:59,8,9,0,12,7,8,10,6,8,12,13,5,13,13,9,11,11,12,9,12,10,11,10,13,11
15-Jan-2020 06:59:59,8,9,1,12,7,7,10,6,8,12,12,4,13,13,9,11,11,12,9,12,9,11,9,13,10
15-Jan-2020 07:59:59,8,8,2,12,7,8,10,6,8,11,12,4,13,13,9,11,11,10,10,12,9,11,9,12,9
15-Jan-2020 08:59:59,8,11,5,13,10,10,11,8,10,12,14,5,13,13,11,11,12,11,11,12,10,13,10,13,9
15-Jan-2020 09:59:59,12,13,10,14,14,13,12,9,15,14,15,9,15,15,13,12,14,13,13,14,13,14,13,15,10
15-Jan-2020 10:59:59,15,14,12,16,17,16,14,13,18,16,17,13,17,17,14,14,16,15,14,16,15,16,16,17,11
15-Jan-2020 11:59:59,17,15,13,18,19,20,17,17,20,18,19,14,19,19,16,17,18,18,16,19,18,18,18,19,16
15-Jan-2020 12:59:59,19,18,14,20,21,20,19,19,23,20,20,17,21,20,18,19,20,20,18,21,20,20,20,21,19
15-Jan-2020 13:59:59,21,19,15,22,22,22,22,24,24,22,22,17,22,22,19,20,21,22,19,22,23,22,21,22,21
15-Jan-2020 14:59:59,22,19,16,23,23,23,24,24,25,23,23,17,23,23,19,21,22,23,19,23,23,22,23,23,22
15-Jan-2020 15:59:59,22,18,16,23,24,23,19,23,26,23,24,17,24,23,20,22,22,24,20,24,23,23,23,24,23
15-Jan-2020 16:59:59,23,18,16,23,24,22,19,23,26,23,24,17,24,24,19,22,23,24,20,24,22,23,23,24,23
15-Jan-2020 17:59:59,23,18,14,23,23,21,19,22,25,23,23,16,23,23,18,21,22,24,20,24,21,23,22,23,23
15-Jan-2020 18:59:59,21,16,11,21,21,19,17,19,22,22,21,13,22,22,16,20,20,22,17,22,19,22,20,22,22
15-Jan-2020 19:59:59,18,14,8,20,19,17,16,18,19,20,20,9,20,20,15,19,18,21,15,21,18,20,18,20,19
15-Jan-2020 20:59:59,16,14,7,19,17,16,15,16,18,19,19,7,20,18,14,17,17,20,16,20,17,18,16,19,16
15-Jan-2020 21:59:59,15,14,6,18,15,15,14,15,16,18,18,7,18,17,14,15,17,18,14,18,16,16,16,18,15
15-Jan-2020 22:59:59,14,13,5,16,14,14,12,14,15,17,16,9,17,16,14,14,15,17,13,16,16,15,16,17,15
15-Jan-2020 23:59:59,13,11,5,15,13,13,12,13,14,16,15,9,16,15,13,14,14,16,12,15,15,14,15,16,14
16-Jan-2020 00:59:59,12,10,7,15,12,12,12,13,13,15,15,9,15,14,13,13,14,16,11,15,14,14,14,16,13
16-Jan-2020 01:59:59,11,10,8,14,11,11,11,12,13,14,14,9,14,14,12,12,13,15,11,14,14,13,14,15,13
16-Jan-2020 02:59:59,11,10,8,14,10,10,11,11,12,13,14,7,14,14,11,12,13,14,10,14,13,13,14,15,12
16-Jan-2020 03:59:59,11,10,8,14,9,9,10,10,12,13,14,6,14,13,11,12,13,12,10,13,13,13,14,15,12
16-Jan-2020 04:59:59,10,10,6,14,9,10,10,8,10,12,14,5,13,13,11,12,13,12,10,12,12,12,13,14,11
16-Jan-2020 05:59:59,10,9,4,14,10,9,10,9,9,11,13,4,13,13,9,11,13,12,10,12,12,12,12,14,10
16-Jan-2020 06:59:59,9,9,4,13,10,9,10,10,10,12,12,4,12,13,8,11,12,12,10,12,11,12,12,13,9
16-Jan-2020 07:59:59,9,10,3,13,11,9,10,10,12,13,13,4,13,13,9,10,12,12,10,13,11,11,12,13,9
16-Jan-2020 08:59:59,10,10,4,13,12,11,10,9,12,13,13,6,14,13,11,10,12,13,10,13,12,11,12,14,9
16-Jan-2020 09:59:59,12,12,9,14,14,13,10,11,13,15,14,7,15,13,12,12,13,14,12,14,14,12,13,15,11
16-Jan-2020 10:59:59,15,13,12,15,16,15,12,14,16,15,15,11,15,15,13,13,15,16,13,15,16,14,15,16,13
16-Jan-2020 11:59:59,17,15,13,17,18,17,14,16,18,17,18,14,17,17,15,15,17,17,15,17,17,16,17,18,16
16-Jan-2020 12:59:59,18,16,15,19,20,19,16,19,21,19,20,15,19,19,17,17,19,19,17,19,19,18,19,20,18
16-Jan-2020 13:59:59,19,17,16,20,21,21,15,21,23,20,21,16,21,20,19,19,20,20,18,21,22,20,20,21,20
16-Jan-2020 14:59:59,21,18,16,21,22,23,18,21,24,22,22,16,22,22,19,19,21,22,19,22,23,22,21,22,22
16-Jan-2020 15:59:59,22,19,16,23,23,22,19,22,25,22,22,16,22,22,19,21,22,23,19,23,23,22,23,23,22
16-Jan-2020 16:59:59,23,18,15,23,23,22,19,23,25,23,23,18,23,22,18,21,22,23,20,23,22,22,23,24,22
16-Jan-2020 17:59:59,21,17,14,22,22,20,18,20,23,22,22,17,23,22,17,21,21,22,19,23,21,22,21,23,21
16-Jan-2020 18:59:59,18,15,11,20,20,19,16,17,21,21,20,13,21,20,16,19,19,20,17,21,19,19,19,22,17
16-Jan-2020 19:59:59,17,13,10,18,18,17,14,16,17,18,18,9,19,18,15,18,17,18,15,18,18,16,18,20,16
16-Jan-2020 20:59:59,17,13,8,16,17,16,13,15,16,17,16,9,17,16,14,16,16,17,14,16,17,15,17,18,15
16-Jan-2020 21:59:59,16,12,6,16,14,15,12,14,14,16,15,9,16,15,13,15,15,16,13,16,16,14,16,17,15
16-Jan-2020 22:59:59,15,11,4,15,13,15,11,13,14,15,15,7,15,14,13,14,14,16,12,15,15,14,15,16,14
16-Jan-2020 23:59:59,14,11,5,15,13,14,11,12,14,15,14,6,15,14,12,14,14,15,11,15,14,14,14,15,13
17-Jan-2020 00:59:59,12,10,4,15,12,13,10,12,13,14,14,5,14,14,12,13,14,15,11,14,13,13,14,15,12
17-Jan-2020 01:59:59,11,9,3,14,11,12,10,10,12,14,14,4,14,13,11,13,13,14,10,14,13,13,14,15,12
17-Jan-2020 02:59:59,10,9,14,14,9,11,10,9,11,13,13,4,13,13,10,12,12,14,10,13,13,12,13,14,12
17-Jan-2020 03:59:59,9,9,-0,13,9,11,10,8,10,12,13,4,13,12,9,11,12,13,9,12,12,12,12,14,11
17-Jan-2020 04:59:59,8,8,-0,13,8,9,9,7,10,11,12,3,12,12,9,11,11,12,9,12,12,11,11,13,10
17-Jan-2020 05:59:59,8,8,-0,12,7,8,9,6,9,11,12,3,12,12,9,10,11,12,8,12,11,11,11,13,10
17-Jan-2020 06:59:59,8,7,0,12,6,8,8,6,8,11,11,3,12,12,9,9,11,11,8,11,10,11,11,12,10
17-Jan-2020 07:59:59,7,7,2,12,6,8,8,5,7,11,12,2,11,12,9,9,10,10,8,11,10,10,10,12,9
17-Jan-2020 08:59:59,8,9,3,12,9,9,10,8,9,12,13,5,12,12,9,10,11,11,10,12,11,12,11,12,9
17-Jan-2020 09:59:59,12,11,9,13,13,12,11,9,15,13,14,9,13,14,11,12,13,13,12,13,12,14,13,14,11
17-Jan-2020 10:59:59,15,13,12,15,15,14,12,13,17,15,16,13,15,15,13,13,14,15,13,15,14,15,15,16,14
17-Jan-2020 11:59:59,17,14,14,17,18,17,14,17,20,17,18,15,17,17,14,16,16,17,15,17,17,17,17,18,17
17-Jan-2020 12:59:59,20,16,16,19,20,20,15,19,22,20,20,16,19,19,17,18,18,20,16,20,19,19,19,20,19
17-Jan-2020 13:59:59,21,16,16,21,22,21,17,21,23,21,21,17,21,21,18,19,20,21,18,21,22,20,20,22,21
17-Jan-2020 14:59:59,22,16,16,21,22,22,18,23,24,22,22,17,21,22,19,20,21,22,18,22,23,21,21,23,22
17-Jan-2020 15:59:59,22,15,15,22,22,22,18,23,23,22,22,17,22,22,19,21,22,22,19,22,23,21,23,23,22
17-Jan-2020 16:59:59,22,18,15,22,22,22,18,22,23,22,22,17,22,22,18,21,21,22,19,22,22,21,22,23,22
17-Jan-2020 17:59:59,22,17,14,22,22,21,17,21,22,22,22,16,22,22,18,20,20,22,18,23,21,21,21,22,22
17-Jan-2020 18:59:59,21,15,11,20,20,19,16,18,20,21,20,12,21,20,16,19,19,22,17,21,19,20,20,21,21
17-Jan-2020 19:59:59,20,14,8,19,19,18,14,18,17,20,20,9,20,19,15,18,17,20,15,20,18,18,18,20,20
17-Jan-2020 20:59:59,18,13,7,18,18,16,14,17,16,19,19,7,19,18,15,18,16,20,14,18,18,17,17,19,18
17-Jan-2020 21:59:59,17,13,6,18,17,15,13,15,15,18,18,6,18,17,14,17,16,19,13,18,16,17,17,18,17
17-Jan-2020 22:59:59,16,12,5,17,16,14,13,12,14,17,17,5,17,16,14,16,15,18,13,17,15,15,15,18,15
17-Jan-2020 23:59:59,14,11,4,16,14,13,12,10,14,16,16,5,17,15,12,15,14,17,12,16,15,15,15,17,15
18-Jan-2020 00:59:59,13,11,15,15,12,13,12,11,13,15,15,5,16,15,12,14,14,16,12,15,14,14,13,17,14
18-Jan-2020 01:59:59,12,10,15,15,11,11,12,10,12,14,15,4,15,15,11,13,13,15,12,15,13,14,13,16,14
18-Jan-2020 02:59:59,11,10,14,14,10,10,11,9,10,14,15,4,15,14,11,13,13,15,11,14,13,14,12,15,13
18-Jan-2020 03:59:59,11,10,13,13,10,10,11,8,10,13,14,4,14,14,10,12,12,13,10,13,12,13,11,15,12
18-Jan-2020 04:59:59,9,10,13,13,9,9,10,8,9,12,13,4,13,13,10,12,12,13,10,12,11,12,11,14,11
18-Jan-2020 05:59:59,9,9,13,13,8,8,10,7,9,12,13,5,13,13,10,12,11,13,10,12,11,12,10,13,11
18-Jan-2020 06:59:59,9,9,12,12,8,8,10,7,8,12,13,5,13,13,10,10,11,12,9,12,10,11,10,13,10
18-Jan-2020 07:59:59,8,10,2,12,7,8,11,6,7,12,13,5,13,12,10,10,11,12,10,11,10,11,9,13,10
18-Jan-2020 08:59:59,10,11,8,13,10,10,12,10,10,13,14,6,13,14,11,11,12,13,11,13,12,13,11,14,11
18-Jan-2020 09:59:59,13,14,12,15,14,13,13,14,16,15,16,12,15,15,13,13,14,15,14,15,13,15,13,15,13
18-Jan-2020 10:59:59,16,15,13,16,17,16,14,17,19,17,18,15,17,17,14,15,16,17,15,17,16,17,16,17,16
18-Jan-2020 11:59:59,19,17,14,19,20,18,15,19,21,19,19,15,20,19,16,17,18,20,17,19,19,19,18,20,18
18-Jan-2020 12:59:59,20,16,14,20,21,20,16,21,22,21,20,14,21,20,17,19,20,21,17,21,20,20,20,21,20
18-Jan-2020 13:59:59,21,17,15,21,22,21,17,21,23,22,21,14,22,21,18,20,20,22,18,22,20,21,20,22,21
18-Jan-2020 14:59:59,21,19,14,22,22,21,17,22,24,23,22,16,23,22,18,21,21,23,18,22,21,21,21,23,23
18-Jan-2020 15:59:59,21,19,13,22,23,21,18,22,24,22,22,15,23,22,18,21,21,23,18,22,21,22,21,23,22
18-Jan-2020 16:59:59,19,17,13,21,21,20,17,21,23,22,22,13,22,21,18,21,20,22,18,22,21,22,21,23,21
18-Jan-2020 17:59:59,16,16,12,20,17,20,16,18,20,19,19,10,20,21,17,18,19,19,17,20,20,19,19,19,19
18-Jan-2020 18:59:59,15,14,11,17,16,18,13,17,17,17,17,9,18,18,16,14,17,17,14,18,18,17,16,16,17
18-Jan-2020 19:59:59,15,13,11,17,15,16,12,16,14,16,16,9,17,14,14,14,15,16,12,15,16,14,15,16,16
18-Jan-2020 20:59:59,14,12,10,15,14,15,11,15,13,16,15,9,16,14,12,14,14,15,12,14,14,13,15,16,15
18-Jan-2020 21:59:59,14,11,9,15,14,14,12,14,13,15,14,9,15,14,11,14,14,15,12,14,13,13,15,16,14
18-Jan-2020 22:59:59,13,11,9,15,14,13,11,14,13,15,14,9,15,14,11,14,14,15,11,14,13,13,14,16,14
18-Jan-2020 23:59:59,13,11,8,15,14,13,11,13,13,15,14,9,15,14,12,13,14,15,11,14,13,13,13,15,14
19-Jan-2020 00:59:59,13,10,8,15,13,13,11,13,12,15,14,8,15,14,11,12,13,15,11,14,13,13,13,14,14
19-Jan-2020 01:59:59,12,9,7,14,13,13,10,12,13,14,14,8,14,14,11,12,13,15,11,14,12,13,12,14,13
19-Jan-2020 02:59:59,12,9,7,13,12,12,10,11,12,14,13,7,14,13,11,12,12,14,10,13,12,12,13,14,12
19-Jan-2020 03:59:59,11,9,7,13,12,12,10,10,12,14,13,7,14,13,11,11,12,14,10,13,12,12,13,14,11
19-Jan-2020 04:59:59,10,9,7,13,11,11,9,10,12,14,13,8,13,13,10,12,12,14,10,12,12,12,12,14,12
19-Jan-2020 05:59:59,11,9,7,13,11,12,9,10,12,14,13,7,14,12,10,12,12,14,10,13,12,12,13,14,12
19-Jan-2020 06:59:59,11,9,7,13,11,12,9,11,12,14,13,7,14,12,10,11,12,14,10,13,12,12,13,14,12
19-Jan-2020 07:59:59,12,9,7,13,11,12,9,12,12,14,13,7,14,13,10,11,12,14,10,13,12,12,13,14,12
19-Jan-2020 08:59:59,12,9,8,13,12,12,9,12,12,14,13,8,14,13,10,12,12,14,10,14,12,12,13,15,12
19-Jan-2020 09:59:59,14,10,8,14,14,13,9,13,12,14,14,8,14,13,10,12,13,15,10,14,13,13,13,15,13
19-Jan-2020 10:59:59,15,10,8,14,16,15,10,14,14,15,14,9,15,14,11,13,13,16,11,15,15,14,14,16,14
19-Jan-2020 11:59:59,16,12,9,15,16,16,11,15,15,16,15,11,16,15,12,14,14,17,12,15,16,14,14,16,15
19-Jan-2020 12:59:59,16,12,10,16,17,16,11,15,15,17,16,12,16,15,13,15,15,17,12,16,16,14,15,17,15
19-Jan-2020 13:59:59,15,13,11,16,17,16,12,16,15,17,16,12,17,16,13,15,16,17,13,17,16,15,16,17,15
19-Jan-2020 14:59:59,14,13,11,16,15,16,13,15,16,16,16,12,16,16,14,14,16,16,14,16,16,15,16,17,14
19-Jan-2020 15:59:59,14,12,10,15,15,16,12,14,15,14,15,11,14,15,12,13,15,15,12,15,14,13,13,15,13
19-Jan-2020 16:59:59,15,11,9,14,15,15,10,13,14,15,14,14,14,14,11,13,12,15,11,14,13,13,13,15,14
19-Jan-2020 17:59:59,14,9,9,13,14,14,10,13,13,14,13,9,13,13,11,13,12,15,10,13,13,13,13,15,13
19-Jan-2020 18:59:59,13,9,8,13,14,14,9,13,12,14,13,8,13,12,11,12,12,15,10,13,13,12,13,15,13
19-Jan-2020 19:59:59,12,9,8,13,13,13,9,12,12,14,13,8,13,12,10,12,12,14,10,12,12,12,12,14,12
19-Jan-2020 20:59:59,12,9,8,12,13,13,9,12,12,13,12,8,12,12,10,11,11,14,9,12,12,12,12,14,12
19-Jan-2020 21:59:59,12,8,7,12,13,12,8,11,11,13,12,7,13,12,10,12,11,13,9,12,12,11,12,13,11
19-Jan-2020 22:59:59,12,8,7,12,12,12,8,11,11,13,12,7,12,11,10,11,11,13,9,11,12,11,12,13,11
19-Jan-2020 23:59:59,12,8,6,12,13,12,8,11,11,13,12,7,12,11,9,11,11,13,9,11,11,11,12,13,11
20-Jan-2020 00:59:59,11,8,6,12,12,11,8,10,11,12,12,6,12,11,9,11,11,12,8,11,11,11,11,13,11
20-Jan-2020 01:59:59,11,8,6,12,11,11,8,10,11,12,12,6,12,11,9,11,10,12,8,11,11,10,11,13,11
20-Jan-2020 02:59:59,11,8,6,11,11,11,8,10,11,12,11,6,12,11,9,10,11,12,8,11,11,10,11,13,10
20-Jan-2020 03:59:59,10,7,6,11,10,11,8,10,11,12,11,6,11,11,9,10,11,11,8,11,11,11,11,13,10
20-Jan-2020 04:59:59,10,7,6,11,9,11,8,10,11,12,11,6,11,11,9,10,11,12,8,11,11,11,11,12,10
20-Jan-2020 05:59:59,10,7,6,11,10,11,8,10,11,12,11,6,12,11,9,10,11,12,8,11,11,11,11,12,10
20-Jan-2020 06:59:59,10,8,6,12,10,10,8,10,11,12,11,6,12,11,8,10,11,11,8,11,11,10,11,13,10
20-Jan-2020 07:59:59,10,7,6,12,9,10,8,10,11,12,12,6,12,11,9,10,11,11,9,11,11,10,11,13,10
20-Jan-2020 08:59:59,11,8,6,12,10,11,8,10,11,12,12,6,12,11,9,10,11,12,9,11,11,11,12,13,11
20-Jan-2020 09:59:59,12,8,6,12,11,12,8,11,11,13,12,6,13,12,9,11,12,13,9,12,12,11,12,13,11
20-Jan-2020 10:59:59,12,8,6,12,13,13,8,11,11,13,12,7,13,12,9,11,11,13,9,12,12,11,12,14,11
20-Jan-2020 11:59:59,13,8,6,12,13,13,8,10,11,12,12,6,13,12,9,11,11,13,9,12,12,11,12,13,11
20-Jan-2020 12:59:59,12,6,7,11,12,12,8,11,11,13,12,7,12,11,11,11,10,13,8,12,12,11,12,13,11
20-Jan-2020 13:59:59,12,9,7,12,14,11,8,12,11,13,12,8,13,11,11,11,11,14,8,12,11,11,12,14,12
20-Jan-2020 14:59:59,13,8,7,12,14,12,8,13,12,13,12,8,13,12,9,11,11,14,9,13,12,12,12,14,13
20-Jan-2020 15:59:59,14,8,7,13,15,13,8,14,13,14,14,8,14,13,10,12,12,15,9,14,12,13,12,14,14
20-Jan-2020 16:59:59,14,8,6,13,15,14,8,14,13,15,14,7,14,13,10,13,12,15,9,14,13,13,13,15,14
20-Jan-2020 17:59:59,13,9,6,13,14,13,9,13,13,14,13,7,14,13,10,13,12,15,9,14,12,13,13,15,14
20-Jan-2020 18:59:59,12,8,6,13,13,12,8,12,12,14,13,7,13,12,10,12,11,15,9,13,12,12,12,14,13
20-Jan-2020 19:59:59,11,8,6,13,12,11,8,11,11,13,13,6,13,12,9,11,11,14,9,13,11,12,12,14,11
20-Jan-2020 20:59:59,10,8,5,13,11,10,8,10,11,13,12,5,13,12,9,11,11,13,9,12,11,11,12,13,10
20-Jan-2020 21:59:59,9,8,4,11,10,10,8,9,10,13,11,4,12,11,9,10,11,11,9,11,11,9,12,13,9
20-Jan-2020 22:59:59,9,7,4,10,8,9,7,9,9,11,10,4,11,10,9,9,10,11,8,10,11,9,11,12,9
20-Jan-2020 23:59:59,8,7,5,10,8,10,7,9,9,11,10,4,10,9,8,9,10,10,7,10,10,8,10,11,8
21-Jan-2020 00:59:59,8,6,5,10,8,9,7,6,8,10,9,3,10,9,8,9,9,10,7,9,10,8,10,11,8
21-Jan-2020 01:59:59,6,5,4,9,7,8,6,4,6,9,9,2,9,9,6,8,8,9,6,9,8,8,9,10,7
21-Jan-2020 02:59:59,5,4,3,9,6,7,6,3,5,9,9,1,9,8,5,7,8,9,6,8,8,7,8,10,7
21-Jan-2020 03:59:59,4,4,1,8,5,6,6,3,4,8,8,1,8,8,5,7,7,8,5,7,6,7,7,9,6
21-Jan-2020 04:59:59,3,4,0,8,4,5,6,3,4,7,8,1,7,8,5,6,7,8,5,7,6,6,6,9,5
21-Jan-2020 05:59:59,3,-0,-0,7,4,4,2,2,4,7,7,1,7,8,5,5,6,8,5,6,6,6,6,8,4
21-Jan-2020 06:59:59,3,3,-0,7,3,3,4,2,4,7,7,1,7,7,5,4,6,8,4,7,6,6,6,8,4
21-Jan-2020 07:59:59,4,3,-1,7,3,4,4,3,5,7,7,1,8,7,5,4,6,7,5,7,6,6,6,8,5
21-Jan-2020 08:59:59,3,4,2,8,5,5,5,5,6,8,8,2,8,7,5,5,7,8,5,7,7,7,7,8,5
21-Jan-2020 09:59:59,4,5,6,8,7,7,5,8,8,9,9,7,9,8,6,6,7,9,6,9,8,8,8,10,6
21-Jan-2020 10:59:59,6,7,8,9,9,8,8,8,9,10,10,10,10,9,7,7,9,9,8,10,8,8,9,10,7
21-Jan-2020 11:59:59,10,9,10,11,10,9,9,9,11,11,12,12,11,11,8,9,11,11,9,11,9,10,10,12,9
21-Jan-2020 12:59:59,13,11,10,13,13,11,11,12,15,14,14,12,13,13,10,11,13,14,11,13,12,13,12,14,11
21-Jan-2020 13:59:59,15,12,11,15,15,13,12,15,18,16,13,13,16,15,12,13,15,16,13,15,14,14,14,16,14
21-Jan-2020 14:59:59,17,14,12,17,17,15,14,17,20,17,18,14,17,17,14,15,16,18,14,17,16,17,16,18,17
21-Jan-2020 15:59:59,17,15,12,18,19,17,14,18,20,18,19,14,18,18,15,16,17,19,15,18,18,18,18,19,18
21-Jan-2020 16:59:59,18,15,12,18,19,18,14,18,20,19,20,13,19,18,15,17,18,19,15,19,18,18,18,20,18
21-Jan-2020 17:59:59,18,14,11,18,19,17,14,18,19,18,20,11,18,18,15,17,17,19,15,19,17,18,18,19,18
21-Jan-2020 18:59:59,17,12,7,17,16,15,13,15,17,17,17,10,17,17,12,16,15,18,13,18,16,17,17,18,17
21-Jan-2020 19:59:59,14,10,4,16,15,13,11,12,14,16,16,6,16,16,10,15,13,17,11,16,14,15,15,17,15
21-Jan-2020 20:59:59,13,10,4,15,13,12,11,11,12,15,15,5,16,14,9,13,12,16,10,15,12,14,13,16,14
21-Jan-2020 21:59:59,11,10,3,15,11,11,11,8,11,15,14,5,15,14,9,13,12,15,10,14,12,13,12,15,13
21-Jan-2020 22:59:59,10,9,2,13,10,9,10,7,10,14,14,4,14,13,9,12,11,14,10,13,11,12,11,14,12
21-Jan-2020 23:59:59,9,8,2,12,8,9,9,6,9,13,13,3,13,13,8,11,10,13,9,12,10,11,11,13,11
22-Jan-2020 00:59:59,8,8,1,11,8,8,9,5,7,12,12,3,12,12,8,10,10,13,9,11,9,10,10,12,10
22-Jan-2020 01:59:59,7,8,1,11,7,7,8,4,6,11,11,4,11,11,8,10,10,11,8,10,9,10,9,12,9
22-Jan-2020 02:59:59,6,7,0,10,7,6,8,4,5,10,11,3,11,10,7,9,9,10,8,9,8,9,8,11,9
22-Jan-2020 03:59:59,6,7,0,9,6,5,8,3,5,10,10,3,10,10,7,9,8,10,7,9,7,8,7,10,8
22-Jan-2020 04:59:59,5,7,-0,9,5,5,8,2,4,10,9,2,10,9,7,8,8,10,7,8,6,8,7,10,7
22-Jan-2020 05:59:59,4,7,-0,8,4,4,8,2,4,9,9,3,9,9,6,8,8,9,8,8,7,7,7,10,7
22-Jan-2020 06:59:59,4,7,-0,8,5,4,9,2,4,9,9,4,9,9,7,7,8,8,9,7,6,7,6,9,6
22-Jan-2020 07:59:59,4,7,-1,8,4,3,9,2,4,8,9,5,8,9,7,7,8,8,10,8,5,7,6,10,6
22-Jan-2020 08:59:59,6,10,2,10,7,6,10,5,6,9,11,5,10,10,10,8,9,9,11,9,7,10,7,10,7
22-Jan-2020 09:59:59,10,13,9,12,12,10,12,10,12,12,13,9,12,13,12,10,12,11,14,12,10,12,10,13,9
22-Jan-2020 10:59:59,14,13,12,15,15,14,13,13,16,15,15,11,15,15,14,13,14,14,14,15,14,15,14,16,12
22-Jan-2020 11:59:59,17,14,12,17,18,17,14,17,19,17,18,12,18,17,15,16,16,17,15,17,17,17,17,18,16
22-Jan-2020 12:59:59,18,15,14,19,19,18,15,19,21,19,19,13,19,19,16,17,18,19,16,19,19,19,18,20,19
22-Jan-2020 13:59:59,19,16,15,20,21,20,17,20,23,20,20,15,20,20,17,18,19,21,17,21,20,20,20,21,20
22-Jan-2020 14:59:59,21,18,14,21,22,21,18,21,23,22,21,15,21,21,18,19,20,22,18,22,21,21,21,21,21
22-Jan-2020 15:59:59,21,18,13,21,22,21,17,22,24,22,21,14,22,22,18,20,21,22,19,22,22,21,21,23,22
22-Jan-2020 16:59:59,21,17,13,21,22,20,16,22,25,22,21,13,22,21,18,20,19,22,22,22,21,21,21,22,22
22-Jan-2020 17:59:59,21,15,12,20,20,18,15,21,22,21,12,12,21,20,16,18,19,21,21,21,19,20,20,22,21
22-Jan-2020 18:59:59,19,14,10,19,18,17,14,18,18,20,19,11,19,18,15,17,17,20,20,20,17,18,18,20,19
22-Jan-2020 19:59:59,17,13,9,18,17,15,13,17,16,19,18,10,19,18,14,16,16,18,15,19,16,17,16,19,18
22-Jan-2020 20:59:59,16,12,7,17,16,15,12,16,16,18,17,8,18,17,13,15,15,17,14,18,15,17,15,17,17
22-Jan-2020 21:59:59,16,12,5,16,15,14,11,14,14,17,16,6,17,16,11,14,14,17,12,17,14,16,14,17,16
22-Jan-2020 22:59:59,14,11,4,15,15,13,11,12,12,16,15,4,15,15,11,14,13,16,11,16,13,15,13,16,15
22-Jan-2020 23:59:59,13,10,3,14,14,12,11,10,11,15,14,4,14,14,10,13,12,15,12,14,12,14,12,15,14
23-Jan-2020 00:59:59,12,10,2,13,12,11,11,8,9,14,14,4,14,14,10,13,12,15,12,13,12,13,11,14,13
23-Jan-2020 01:59:59,10,10,2,12,10,10,11,7,8,13,13,4,13,13,9,12,11,14,11,13,11,12,11,14,12
23-Jan-2020 02:59:59,9,10,1,11,8,9,10,6,8,13,13,4,12,13,9,11,11,13,11,12,10,11,9,13,11
23-Jan-2020 03:59:59,8,9,2,11,11,8,10,6,8,12,12,4,11,12,9,11,10,12,12,11,9,11,9,12,11
23-Jan-2020 04:59:59,8,9,1,11,12,7,10,5,9,11,11,5,11,11,9,11,9,11,11,11,8,11,9,12,10
23-Jan-2020 05:59:59,8,8,2,11,11,7,10,5,8,11,11,5,11,11,9,10,9,11,10,10,8,10,9,11,10
23-Jan-2020 06:59:59,7,8,2,10,10,8,9,4,7,11,11,6,11,11,9,10,9,12,10,10,8,10,9,11,9
